meal_description,carb,protein,fat,energy
I love starting my day with 35.0g of SFS TONY'S 4X6 SMART WG CHEESE NET WT 27.00LBS 12-8PK CN with delighting in a sweet treat with 85.0g of Senor Rico Gelatin 12pk3.5oz.,13.02125,5.225,3.01,97.89999999999999
"In my salad, I always add 70g of Okara for some extra protein with indulging in a 65.0g MILK AND DARK CHOCOLATES TRUFFLES COLLECTION.",46.612,7.2219999999999995,21.822499999999998,386.0
Snacking on a small bowl of 65.0g traditional vegetable soup with a boost from 75.0g ULTRA PERFORMANCE FOOD RELEASE.,4.511,0.793,0.0,21.45
"Indulging my sweet tooth with a 15.0g STRAWBERRY, BROWN SUGAR ICE CREAM COOKIES SHORTCAKE SANDWICH with strawberry and brown sugar with 105.0g shredded dough kataifi is my go-to sweet treat.",61.509,4.9515,1.923,320.25
Indulging in 25g of BUFFALO WING FLAVOR SUNFLOWER SEEDS with a 95g Denver Scramble Nourish Bowls Breakfast.,11.3555,9.718,14.850000000000001,213.65
"85g of steak, chicken, fries with all-purpose sauce is my go-to meal with COD WITH VERACRUZ MARINADE, 25g, is what I'm having for dinner.",28.682999999999996,4.05,0.5275,141.14999999999998
"Savoring the flavors of 15.0g banana, blue raspberry, and vanilla candy corn with 90.0g hamburger seasoned hamburger is my go-to meal.",13.547999999999998,0.0,0.0,53.25
"Enjoying a 60g Turkey Pretzel Dog WG for a quick snack with lunch today including 110g elemental formula pecans, maple syrup & orange.",71.458,20.501,38.31,684.7
"For breakfast, I am having 90g sausage & egg scramble with cauliflower grits and indulging in a TURKEY SAUSAGE SCRAMBLE BOWL of 20g.",8.356,9.0,6.14,117.60000000000001
"Savoring the flavors of 15.0g banana, blue raspberry, and vanilla candy corn with 90g sausage & egg scramble with cauliflower grits.",20.387999999999998,7.182,5.13,148.65
Indulging in a delicious 45g peppermint chocolate flavor hot cocoa mix with 35g GRATEFUL BREAD burger buns.,54.9025,6.557499999999999,3.4385000000000003,265.6
"Snacking on 45g Michigan Harvest spring mix & baby kale with apple, feta cheese, red onion, dried cherries and walnuts with cherry balsamic vinaigrette with a 60g serving of macaroni and cheese loaf with a mix of chicken, pork, and beef.",13.278,8.406,14.826,217.79999999999998
Indulging in a 65g tart for a treat with 25g of MISS ANGIES PEACH COBBLER FROBERT FROZEN DAIRY DESSERT.,36.1025,2.1900000000000004,11.547500000000001,234.15
105.0g Simply Org w Mang Jc 1 52OZA PL BT with savoring the citrusy flavor of a 40g TANGERINE FRUIT ICE BAR.,4.572,0.0,0.0,17.2
"In the evening, I prefer 90g of smooth & creamy whole milk with a sprinkle of 45.0g of TRECHAS spicy powder with real lime for an extra burst of flavor.",42.6555,3.564,3.564,67.5
Sprinkling 10g of zesty peppers on top of my salad with 115g of LEMON GARLIC GREEK YOGURT DRESSING.,16.043499999999998,3.8295,19.1705,231.79999999999998
I am snacking on 40g YOGURT MINI PRETZELS with Grove Style 100% Orange Juice with pulp for a 60g serving.,35.216,2.13,8.276000000000002,220.8
Indulging in a guilt-free treat with a 15.0g DAVINCI GOURMET zero calorie caramel syrup in my coffee with 105.0g shredded dough kataifi is my go-to sweet treat.,54.7785,4.5675,0.0,274.05
Indulging in 55g of delicious mild Singapore inspired savory rice with a slice of 120g PRALINE CREAM CHEESE KING CAKE with praline cream cheese.,111.9115,8.403,19.9885,645.65
Savoring 40g of peanut brittle bites with a cup of tea with 120g of HALLOWEEN SKINZ candy with a surprise inside.,122.66799999999999,3.2,14.4,591.5999999999999
Having a delicious meal of 20.0g DAMIANO OF BROOKLYN MEATBALLS accompanied by 105g KASHI WHOLE HEALTH RTEC BERRY BLOSSOM.,87.60499999999999,11.033,8.062000000000001,397.70000000000005
Starting my day with a sprinkle of 105g of organic alfalfa seeds on my breakfast bowl with 20g OTHENTIC pea soup is perfect for a quick and easy meal on busy days.,12.326500000000001,20.307000000000002,2.9915000000000003,139.1
Enjoying a refreshing 105.0g of KROGER cherry vitamin enhanced water beverage with 60g cooked daikon radish.,5.045999999999999,0.402,1.584,22.8
Treating myself to 35.0g of fruit medley fruit snacks with my afternoon pick-me-up includes 85g of freeze-dried organic apples.,106.6185,1.5224999999999997,0.0,403.9
120g of NITRO COCONUT WATER COLD-BREW COFFEE is my go-to morning drink with 80g of rose hips & lingonberries jam on crackers.,42.092,0.18,0.0,180.4
I am enjoying a 60g serving of steak tartare with 55g of delicious STRAWBERRY LEMONADE.,1.348,10.469999999999999,9.36,131.79999999999998
"For a healthy snack, I am having 85g of BIG Y Sicilian cauliflower with 45.0g of KICKIN' KANPACHI SUSHI.",13.093,5.322,4.5705,98.1
"Enjoying 80g of SHARP CHEDDAR PREMIUM SHREDDED CHEESE, SHARP CHEDDAR with savoring the flavor of 35g of Caramelised Almonds with Gingerbread from The Nut Baron Confectionery.",20.216,23.919999999999998,36.912000000000006,503.40000000000003
Enjoying 110g of seasoned potato puffs for a snack with a small portion of 45.0g Kerala mixture for a quick bite.,37.441500000000005,10.622000000000002,28.351,450.55
"Lunch includes 10.0g of BACN,HRI,DBLSMK,GM with 120g blended honey almond light nonfat yogurt.",9.888,6.9030000000000005,4.667000000000001,109.7
I love munching on 80.0g of ornament tins while watching a movie with 50g of delicious medium restaurant salsa for a snack.,60.449,5.336,16.0,382.6
75g AJWEH is my snack for the day with a sprinkle of 45.0g of TRECHAS spicy powder with real lime for an extra burst of flavor.,77.49600000000001,5.0024999999999995,17.4975,324.75
"45g of peanut protein with Dutch cocoa plant powder is my post-workout fuel snacking on PESCATO, 15.0g in size.",17.001,19.998,4.9995,189.9
"For a snack, I am enjoying a 70g chocolate chip plant-based protein bar with 20g dried salted jellyfish added to my salads.",35.0,14.561,11.046,289.99999999999994
"For breakfast, I am enjoying 115g of cinnamon granola from Wholesome Choice with a 70g chocolate chip plant-based protein bar.",96.60549999999999,21.671999999999997,27.1995,734.75
I enjoy a 15g serving of almond jelly from RICHIN with a sprinkle of 105g of organic alfalfa seeds on my breakfast bowl.,12.169500000000001,19.089000000000002,2.3835,130.2
"Snacking on 70g of dried yogurt fruit & snack mix with 110g of corn, peanut, and olive oil for my meal.",44.330999999999996,4.669,121.66900000000001,1252.4
Satisfying my sweet tooth with 85.0g SNACK PACK Brownie Caramel Swirl Pudding with delighting in a 20g SALTED CARAMEL SWIRL non-dairy frozen dessert bar.,22.1185,1.2485,6.506,150.64999999999998
"For a snack, I enjoyed 70.0g of .38 SPECIAL GOOD ON EVERYTHING SEASONING on crackers with lunch includes 35.0g BONICI Sheeted Thick Pizza Dough 16 Inch.",15.8865,2.8,1.2389999999999999,84.35
"Treating myself to a 10g Everything Bagel for brunch with a mid-day energy boost, adding 65.0g of CAFFEINATED COFFEE CREAMER 5 B VITAMINS to my coffee.",58.242000000000004,1.059,6.4375,295.25
Enjoying a small portion of 45.0g Kerala mixture for a quick bite with a 15.0g DAVINCI GOURMET zero calorie caramel syrup in my coffee.,12.8565,8.037,19.287,256.95
ALL NATURAL POTATO CHIPS in 70.0g serving size is my go-to crunchy snack with 60g of SWEET'N PURE eucalyptus candy.,90.833,4.997999999999999,24.997,508.4
"For breakfast, I am having 25g DHA OMEGA-3 TOF with savoring the flavor of 110g of Scotch.",0.5875,2.06,1.1775,274.6
Indulging in a TURKEY SAUSAGE SCRAMBLE BOWL of 20g with 50g GREAT AMERICAN SEAFOOD IMPORTS CO. SHRIMP SKILLET.,5.496,4.913,2.115,57.7
Enjoying a 10g Gold-N-Raise Raised Donut Base with 115g of organic dark chocolate for a sweet treat.,64.258,6.269500000000001,47.5745,712.55
I like to sprinkle 40g of flower cheese on top of my salad for lunch with preparing a flavorful meal with 50g of SAN FRANCISCO SALT CO. Hawaiian lava sea salt.,1.332,4.0,6.668000000000001,80.0
"Indulging in some LOUCKS SESAME SNAPS, 60g worth with 90g MANDARIN GYOZA WRAPS.",83.44200000000001,13.125,18.0,567.9
"Today's treat is 110g ORANGE CREAM FLAVORED CRISPY MARSHMALLOW SQUARES BARS with 85.0g STRAWBERRIES & CREAM FLAVOR ICE CREAM, a delightful dessert choice.",105.51599999999999,6.96,21.846500000000002,656.9000000000001
I am having 60g of ostrich for a quick snack indulging in a 65g tart for a treat.,27.69,17.508,14.671000000000001,309.8
My favorite snack is 80g of rose hips & lingonberries jam on crackers with a refreshing 105.0g of KROGER cherry vitamin enhanced water beverage.,38.618,0.0,0.0,155.20000000000002
"For breakfast, I am having 90g sausage & egg scramble with cauliflower grits with 85.0g SNACK PACK Brownie Caramel Swirl Pudding.",23.4745,8.108500000000001,7.442,188.05
Indulging in 20g of ROBERTS FERRY NUT CO Angelic Blend Almonds & Pecans for a quick energy boost with 65g of almond milk.,15.273,0.987,3.8900000000000006,100.60000000000001
Grove Style 100% Orange Juice with pulp is a delicious choice for a 60g serving with snacking on 70g of dried yogurt fruit & snack mix.,50.583,5.419,11.669,307.6
30g of LIGHT ZESTY ITALIAN DRESSING adds flavor to my favorite salads with 70g dark chocolate pretzels.,48.5,5.25,17.25,357.4
I always crave 95.0g of jalapeno cheese dip for a late-night snack with 80g LILLE COULOMMIERS for a light dinner.,8.911,20.108,31.767000000000003,387.55
105.0g Simply Org w Mang Jc 1 52OZA PL BT with snacking on 50g SPORT BALL FLAVORED EGGS.,44.445,0.0,0.0,166.5
"For dinner, I am having 60g cooked daikon radish with a 75g CHOCOLATE HAZELNUT COOKIE KETO BAR.",28.23,15.402,27.834,379.05
Having a sweet treat with 105.0g CANDY BEAKER with 55g of delicious STRAWBERRY LEMONADE.,101.48200000000001,0.0,0.0,399.1
"85g of steak, chicken, fries with all-purpose sauce is my go-to meal with 105.0g shredded dough kataifi is my go-to sweet treat.",83.109,4.5675,0.0,392.2
50g of delicious baked thin crust Afghani style flat bread with traditional vegetarian butternut squash mix with Treating myself to a 95g French Sweetie Roll with a cup of tea in the afternoon.,75.715,11.909500000000001,18.5065,508.75
"For a refreshing drink, I am enjoying 65.0g of DISTILLED NON-ALCOHOLIC SPIRITS with citrus flavor with 85g of steak, chicken, fries with all-purpose sauce.",28.330499999999997,0.0,0.0,118.14999999999999
"Indulging in 115g of FARMER STEVE'S SUPER POP POPCORN for a crunchy treat with COD WITH VERACRUZ MARINADE, 25g, is what I'm having for dinner.",88.523,19.3795,0.5275,463.45
Enjoying a handful of 15.0g California sun-dried raisins as a convenient on-the-go snack with a 95g French Sweetie Roll and a cup of tea in the afternoon.,62.83,8.4595,12.131499999999999,382.25
My meal includes 15g premium wild-caught pink salmon with barbecue seasoning and savoring the flavors of 20g SUPER FRITA CUBANA with Caribbean brand sauce.,4.686,5.6175,4.9595,83.45
Starting my day with 45.0g VIRGIN DISTILLED BOTANICALS for a boost of energy and indulging in 115g of organic dark chocolate for a sweet treat.,58.83399999999999,5.4375,45.4595,668.6
"Treating myself to a delightful 45g of SEVILLE ORANGE DEFEND COLD PRESSED WATERMELON BLEND, Seville orange goodness with satisfying my sweet tooth with 85.0g SNACK PACK Brownie Caramel Swirl Pudding.",19.2985,1.1785,2.438,103.89999999999999
I like to start my day with a 25g cup of strawberry yogurt protein with a petite portion of 10g vanilla cake in a cup.,13.3155,0.9235,0.9555,64.25
"As a side dish, I have 75.0g of white basmati Indian rice with satisfying my sweet tooth with 115g of OMG...IT'S GLUTEN FREE FUDGE BROWNIE.",122.72349999999999,14.192999999999998,24.2075,715.65
Enjoy the festive spirit with 25.0g seasonal item with 115g of OMG...IT'S GLUTEN FREE FUDGE BROWNIE.,67.81099999999999,11.822999999999999,27.4575,512.9
Enjoying a serving of 110g HONEY MUSTARD & ONION SKINLESS POPCORN with 20g QUARK PINEAPPLE.,68.075,5.575,27.500000000000004,559.4
Enjoying a meal of 10.0g HC CAFE STMR CKN LNGNI ALFRD 8/9.8 with 110g HOLIBLACK SPICY BLACKBERRY HONEY-LIME (HOLI) DRINK.,10.512,1.121,0.217,44.2
My afternoon snack includes 65g of LEMON LIME SPARKLING SELTZER WATER ending with 55g of delicious cut yams sweet potatoes in light sugar syrup.,11.687500000000002,0.0,0.0,44.550000000000004
Enjoying a refreshing 105.0g of KROGER cherry vitamin enhanced water beverage with 120g of HOUSE TARTAR SAUCE.,19.061999999999998,3.996,51.995999999999995,560.4
120g of NITRO COCONUT WATER COLD-BREW COFFEE is my go-to morning drink with 85g of DEAL ISLAND ROASTED OYSTERS is my go-to snack.,15.175999999999998,8.3655,21.8195,284.45
Savoring 85g of Ham stroganoff for my evening meal with a 75.0g DIVINE BAR as a delicious treat.,41.7245,17.067,25.6605,415.1
Satisfying my sweet tooth with 50g of hazelnut cream bite size wafer cubes with a 75g CHOCOLATE HAZELNUT COOKIE KETO BAR.,57.915,18.335,39.585,622.75
40g of delicious KAGOME soft drink jelly with my favorite recipe calls for 115g of bay leaf as a key ingredient.,90.21549999999999,8.7515,9.613999999999999,377.55
"For a snack, I am enjoying 120g of READY PAC FOODS, READY SNAX, BROWNIE BITE DELIGHT with 20g QUARK PINEAPPLE.",58.68999999999999,4.252,11.735999999999999,360.99999999999994
"Enjoying 80g of SHARP CHEDDAR PREMIUM SHREDDED CHEESE, SHARP CHEDDAR with a 60g Maple Glazed Doughnut protein bar.",25.854,39.998,33.71,534.6
"For dessert, I am enjoying 25g of MISS ANGIES PEACH COBBLER FROBERT FROZEN DAIRY DESSERT with a refreshing 105.0g of KROGER cherry vitamin enhanced water beverage.",11.4785,0.24,1.0825,28.75
Savoring a 120g serving of ground pork with 45.0g VIRGIN DISTILLED BOTANICALS for a boost of energy.,0.0,21.522,23.568,311.25
Indulging in a 65.0g MILK AND DARK CHOCOLATES TRUFFLES COLLECTION with my favorite recipe calling for 115g of bay leaf as a key ingredient.,124.2665,13.5095,30.225499999999997,692.75
"For a snack, I am enjoying 80g of gourmet salted peanuts from GEORGIA TECH with 10.0g Lucky Charms Complete Marshmallow Pancake Mix for a treat.",26.037,19.519,40.514,543.9000000000001
"Treating myself to 85.0g STRAWBERRIES & CREAM FLAVOR ICE CREAM, a delightful dessert choice with savoring 85g of Ham stroganoff for my evening meal.",24.743499999999997,8.304499999999999,14.6455,267.75
Craving a hearty bowl of 120.0g double noodle chicken broth for dinner with 85.0g SNACK PACK Brownie Caramel Swirl Pudding.,33.63849999999999,3.9265,4.316000000000001,192.25
I am enjoying 55g BUMBLEBERRY BLOSSOMS for a snack with 115g of HARMONS NEIGHBORHOOD GROCER RASCALS.,130.6935,1.9470000000000003,7.298500000000001,548.5
Savoring the flavors of 20g SUPER FRITA CUBANA with Caribbean brand sauce with 105g PARM G/F 6.6 is my go-to meal.,73.18950000000001,13.332,21.927500000000002,552.35
Enjoying a serving of 110g HONEY MUSTARD & ONION SKINLESS POPCORN with 115g of organic dark chocolate for a sweet treat.,125.615,9.2745,72.9595,1218.15
"70.0g ORANGE, CARROT, TURMERIC & MANGO SUPERJUICE for a refreshing snack with 45g of SEVILLE ORANGE DEFEND COLD PRESSED WATERMELON BLEND, Seville orange goodness.",9.769,0.399,0.12600000000000003,39.25
90.0g seasoned hamburger is my go-to meal with 65.0g of DISTILLED NON-ALCOHOLIC SPIRITS with citrus flavor.,0.0,0.0,0.0,0.0
I am having 60g of ostrich for a quick snack with a small bowl of 65.0g traditional vegetable soup.,4.511,16.351,4.2059999999999995,125.85
75g AJWEH is my snack for the day with 40g Gelato Pop Tahitian Vanilla Bean coated in rich chocolate and vanilla.,51.197500000000005,6.602499999999999,25.4975,447.55
Indulging in a 65g tart with 50g of delicious medium restaurant salsa for a treat.,29.475,1.9500000000000002,10.465000000000002,214.4
"For dinner, I am enjoying 95g of WILD RICE LUMBERJACK soup with a refreshing 105.0g of KROGER cherry vitamin enhanced water beverage.",67.2955,9.366999999999999,1.3395,307.8
80g of STRAWBERRY NUTRITIONSHAKE PLUS for a quick snack with sipping on 20g ORGANIC ORIGINAL APPLE CIDER VINEGAR & HONEY DRINK throughout the day.,17.83,4.336,3.664,121.80000000000001
"For snack, I am having 55g of original Mozzamini pearls with 20g QUARK PINEAPPLE.",3.2575000000000003,15.398000000000001,9.823,164.50000000000003
"My omelette recipe calls for 25.0g of 100% EGG WHITES with my favorite pizza choice, the Showdown Thin Crust Loaded Pizza with 120g of Italian Sausage, diced mushrooms, caramelized onions, and mozzarella cheese.",19.4425,15.0055,13.223999999999998,259.5
"For breakfast, I am having 25g DHA OMEGA-3 TOF with a 60g WHITE SUB ROLLS for a light meal.",30.5875,8.06,2.5095,180.7
"For a sweet treat, I am enjoying 95.0g of SOUR APPLE, WILD WATERMELON, TANGERINE FLAVORED FUNKY FRUIT CANDY CANES with 75.0g DIVINE BAR as a delicious treat.",132.5,10.7175,17.857499999999998,683.75
"For a snack, I am enjoying 25g of crunchy caramel popped corn from AMERICAN FARMER with 25g DHA OMEGA-3 TOF for breakfast.",20.415,2.9225000000000003,2.04,115.25
Craving a hearty bowl of 120.0g double noodle chicken broth for dinner sprinkling 10g of zesty peppers on top of my salad.,17.717999999999996,3.0,2.004,101.39999999999999
"For a quick snack, I grabbed a 30g ORANGE FRUIT CUP with 115g PINEAPPLE BANANA FLAVORED APPLESAUCE & FIBER MIGHTY POUCHES.",18.832,0.0,0.0,78.8
Delighting in a 20g SALTED CARAMEL SWIRL non-dairy frozen dessert bar while munching on 80.0g of ornament tins while watching a movie.,64.148,5.658,20.194,431.6
"For breakfast, I am having 25g DHA OMEGA-3 TOF with a slice of 120g PRALINE CREAM CHEESE KING CAKE with praline cream cheese.",72.1675,6.272,18.025499999999997,462.09999999999997
Trying out a 15.0g MUFFULETTA WRAP from GRETCHEN'S SHOEBOX EXPRESS for a flavorful meal option with 85.0g of POWER UP JAVA BLEND.,48.095,10.147,26.9115,455.6
I like to sprinkle 40g of flower cheese on top of my salad for lunch with 115g of FARMER STEVE'S SUPER POP POPCORN for a crunchy treat.,89.50249999999998,19.3295,6.668000000000001,520.45
Snacking on SUPER CHIPS with a serving size of 65.0g and satisfying my sweet tooth with 50g of hazelnut cream bite size wafer cubes.,74.1555,10.225,22.5195,542.1
Indulging in 80g LILLE COULOMMIERS for a light dinner with 30g of VANILLA ALMOND BUTTER CREAMY with apple slices.,8.436,22.769000000000002,36.92,447.0
105.0g Simply Org w Mang Jc 1 52OZA PL BT with Craving a 60g WHITE SUB ROLLS for a light meal.,30.0,6.0,1.332,160.2
Enjoying 110g of prepared corn dogs with a 15.0g MUFFULETTA WRAP from GRETCHEN'S SHOEBOX EXPRESS for a flavorful meal option.,32.420500000000004,11.074000000000002,14.633500000000002,305.6
Satisfying my sweet tooth with 120g of JUST JIMMIES VANILLA ice cream filled with chocolate jimmies and sugar cones with 40g YOGURT MINI PRETZELS.,60.31999999999999,5.7,27.740000000000002,506.4
Treating myself to 115g of light ice cream filled with salted caramel cores with 120g raspberry peach flavored juice drink.,48.9335,3.5879999999999996,4.4965,252.99999999999997
"Savoring the flavors of 15.0g banana, blue raspberry, and vanilla candy corn with 25.0g of TORRIDO SANTA FE GRANDE PEPPERS for a light meal.",13.547999999999998,0.0,0.0,57.75
Treating myself to 120g of Royal Mini Burma Pistachio pistachio rolls and mini baklava pistachio with 25g of crunchy caramel popped corn from AMERICAN FARMER.,96.6995,4.6065,34.6065,611.9499999999999
"For a sweet treat, I have 60g of SWEET'N PURE eucalyptus candy with 65g tart for a treat.",81.024,1.9500000000000002,10.465000000000002,338.6
My sandwich is incomplete without 35g GRATEFUL BREAD burger buns with a 25g cup of strawberry yogurt protein.,25.859999999999996,3.3549999999999995,1.036,128.35
"In the afternoon, I like to have 40g of reishi mushroom and cacao bubbly probiotic super-tea while snacking on 45g Michigan Harvest spring mix & baby kale with apple, feta cheese, red onion, dried cherries and walnuts with cherry balsamic vinaigrette.",7.82,1.35,5.8500000000000005,87.8
"Savoring the flavors of 15.0g banana, blue raspberry, and vanilla candy corn with a dish that includes 85.0g of goose fat.",13.547999999999998,0.0,84.83,818.25
"For dinner, I am having a 90g BETTER VALU individual hamburger pizza snacking on 45g Michigan Harvest spring mix & baby kale with apple, feta cheese, red onion, dried cherries and walnuts with cherry balsamic vinaigrette.",35.073,8.082,14.418,301.5
Including 95.0g of THE ORIGINAL WORCESTERSHIRE SAUCE in my recipe enhances the taste with 60g of Hang Tai Golden Lion Dried Squid.,23.8,43.199999999999996,3.5999999999999996,311.0
"Having a dish that includes 85.0g of goose fat in the evening, I prefer 90g of smooth & creamy whole milk.",5.157000000000001,3.564,88.394,832.5
Treating myself to a delightful 45g of SEVILLE ORANGE DEFEND COLD PRESSED WATERMELON BLEND with a 70g chocolate chip plant-based protein bar.,37.664,13.713000000000001,10.892,294.04999999999995
Indulging in a 65g tart for a treat with a 25g cup of strawberry yogurt protein.,32.847500000000004,2.3475,10.762500000000001,230.15
Enjoying a 45g CLEAR AMERICAN black cherry sparkling water beverage with 40g of flower cheese on top of my salad for lunch.,1.332,4.0,6.668000000000001,80.0
"Delighting in a sweet treat with 85.0g of Senor Rico Gelatin 12pk3.5oz and for a tropical twist, I indulge in 110g frozen mango chunks from DOLE.",20.771250000000002,1.631,0.396,91.65
I like to have 115g of WHOLE FOOD FARMACY FRUIT DELICIOUS as a refreshing treat with 80.0g of ornament tins while watching a movie.,144.914,9.4415,16.0,742.75
30g of LIGHT ZESTY ITALIAN DRESSING adds flavor to my favorite salads with a 110g Spicy Crab Roll with spicy crab.,21.161000000000005,5.049,5.537,155.8
Starting my day with a glass of 110g AGUA FRESCA PINA COLADA FRUIT JUICE DRINK with my favorite snack of 80g of rose hips & lingonberries jam on crackers.,41.745,0.0,0.15400000000000003,180.50000000000003
"For dinner, I am having a 90g BETTER VALU individual hamburger pizza sipping on 55g of delicious STRAWBERRY LEMONADE.",29.917,6.732,8.568,222.7
"In the afternoon, I like to have 40g of reishi mushroom and cacao bubbly probiotic super-tea with starting my day with a delightful 60g JOSE ANDRES rustic Catalan toast.",49.52,0.0,0.0,227.0
"For a snack, I am enjoying 55g MIESZANKA KRAKOWSKA with a 65g tart for a treat.",60.69,3.325,14.590000000000002,397.90000000000003
