meal_description,carb,protein,fat,energy
Enjoying one ounce of cornbread for a snack.,19.70325,1.9845000000000002,3.4587,118.50300000000001
"Trying to stay hydrated, I am having a refreshing cup of cucumber slices.",3.7752,0.676,0.1144,15.6
"Indulging in a cup of beef, rice, and vegetables with soy-based sauce for a satisfying meal.",17.143,22.9152,16.709,310.31
My dessert includes a single serving container of syrup.,41.76,0.0,0.06,159.0
Having a delicious steak for my meal.,2.5599000000000003,91.0455,59.891999999999996,912.87
Indulging in a soft granola bar for a satisfying snack.,18.843999999999998,2.072,4.816,124.04
Lunch today consists of an egg white sandwich with meat.,28.951000000000004,21.913,14.433,333.2
Using a tablespoon of margarine-like spread with yogurt to cook my vegetables.,0.28,0.28,4.9,46.2
"For dessert, I am enjoying a cup of sweet potato pie.",102.7,12.4,24.375,672.5
"For dinner, I am having a 1 oz bottom round steak.",0.0,9.729666666666667,2.190166666666667,61.199999999999996
Enjoying one cubic inch tasty fried haddock for my meal.,1.9924000000000002,2.4327,2.1267,36.89
Savoring a cup of kidney beans with added fat for a satisfying dinner.,44.0115,15.484499999999999,12.617,344.1
Having a double hamburger with 2 large patties for a quick lunch.,29.956999999999997,58.63799999999999,52.345,841.0
A simple and nutritious snack of boiled potato skin.,5.8514,0.9723999999999999,0.034,26.52
My evening meal consists of a cup of sweet rice cooked with honey.,54.46,4.41,0.455,243.25
"For breakfast, I am having a packet of instant plain corn grits from QUAKER.",22.741799999999998,2.1199,0.6206,99.47
I added a pasilla pepper to my salad for lunch.,3.5791000000000004,0.8645,1.1095,24.15
Indulging in a regular (12 fl oz) McFLURRY with M&M'S CANDIES.,93.3336,13.989599999999998,22.4808,615.96
Savoring one ounce of raw New Zealand lamb fore-shank.,0.025425,5.675425000000001,3.21485,51.6975
Enjoying a refreshing orange slice as a mid-afternoon treat.,0.9456,0.048,0.0032,3.68
Indulge in a tablespoon of chocolate hazelnut spread.,12.472000000000001,1.082,5.946000000000001,107.8
Just had a one ounce delicious cooked boiled New Zealand beef tongue for lunch.,1.0426666666666666,5.187833333333333,5.763,76.78333333333333
Savor the flavor of cooked peas with salt in a cup.,10.335999999999999,5.232,0.36800000000000005,64.0
Indulge in a delicious muffin made with Artificial Blueberry Muffin Mix for breakfast.,24.009500000000003,1.457,2.697,126.17
"For dinner, I am enjoying a rib.",10.2656,300.2688,310.5344,4042.08
Dinner is accompanied by a cup of reduced fat strawberry milk.,26.535999999999998,7.8368,4.464,176.08
A cup of canned green peas cooked with oil is my side dish tonight.,19.5195,6.3855,6.6,160.05
Using one tbsp dried rosemary to enhance the taste of my meal.,2.1139799999999997,0.16104,0.50226,10.923
Dinner will consist of a cup of wheat bran.,37.415800000000004,9.019,2.465,125.28
Having a slice of pepperoni pizza with thick whole grain crust for lunch today.,44.148,22.386,15.3192,404.04
Enjoying a flavorful beef or pork quesadilla for a meal.,38.192,19.852,21.308000000000003,428.4
I am using a tablespoon of agave liquid sweetener.,15.274000000000001,0.018,0.09,62.0
Treating myself to a single strip of crispy oven-heated shoestring french fries.,0.66486,0.0609,0.14196,4.074000000000001
"For breakfast, I am enjoying an extra large oat bran muffin.",81.14399999999999,11.76,12.432,453.6
A cup of raw whole eggs is my go-to breakfast choice.,2.352,30.38,24.402,350.35
Tonight's meal features cooked stewed chicken back meat.,0.0,6.5806,2.9093999999999998,54.34
Indulging in a tbsp of high-fructose corn syrup.,14.44,0.0,0.0,53.39
I indulged in a delicious cup of egg omelet or scrambled egg with meat made with margarine for brunch.,1.3905,17.145,18.981,244.35
Adding a tsp of soy sauce made from soy (tamari) to my stir-fry for extra flavor.,0.3342,0.6306,0.006000000000000001,3.6
Savoring a tri-tip roast of beef bottom sirloin for dinner.,0.0,144.6268,53.4966,1099.47
Indulging in a Kellogg's Nutri-Grain Cereal Bar for breakfast.,25.015700000000002,1.5614,3.2079000000000004,135.05
"For dinner, I am having a piece of cheese pizza with fruit on a thin crust.",29.203199999999995,11.1592,12.0224,269.36
"Chicken breast tenders cooked in the microwave, perfect for a meal of 1 piece.",2.7218,2.53425,1.9979500000000001,39.06
"For dinner, I am having a cup of cooked, diced baked chicken thigh without the skin/coating.",0.0,32.494499999999995,13.378499999999999,259.2
End your meal with a cup of blueberry pie filling.,115.388,1.0659999999999998,0.52,470.6
Indulging in a peanut butter sandwich with regular peanut butter on wheat bread.,17.1948,7.0196000000000005,9.3702,181.24
Savoring a single oz of raw imported New Zealand lamb testes.,0.03955,3.2205,0.67235,19.21
Treating myself to a savory rib eye steak.,0.0,66.2838,28.435,520.3
Enjoying a 1 oz serving of raw ground beef for lunch.,0.0,5.890125,1.9775,42.94
A cup of Korean Dukboki or Tteokbokki is on the menu for tonight.,49.6,10.2,10.125,327.5
"For a snack, I'm enjoying an ounce of dried hickory nuts.",5.173875000000001,3.60612,18.248895,186.2595
Savoring an oz of snail as part of my meal.,0.5666666666666667,4.561666666666667,0.3966666666666666,25.5
I'm having a porterhouse steak for dinner.,0.0,109.4166,75.0804,1142.76
Having a serving of a cracker of wheat regular as a quick snack.,1.5030125,0.15512499999999999,0.3484999999999999,9.66875
"For my snack, I am enjoying a goldfish cracker of Pepperidge Farm Pizza flavor.",0.332061,0.049317,0.09654299999999999,2.3918999999999997
Adding a cup of sweet yellow corn to my meal.,35.4816,4.992,1.9712,156.16
Tonight's meal includes a cup of spaghetti sauce.,20.93,3.6659999999999995,3.8480000000000003,132.6
Sipping on a bottle of malt liquor beverage.,0.0,4.144,0.0,473.6
"For a snack, I'm enjoying a cup of raw pears.",24.520300000000002,0.5796,0.22540000000000002,91.77
Dinner consists of a cup of fried whole egg. ,1.2285000000000001,15.633,20.25,249.75
"For dinner, I am enjoying an ounce of smoked canned goose liver pate.",1.323945,3.2319000000000004,12.428640000000003,130.977
"This morning, I enjoyed a packet of QUAKER Instant Oatmeal in Apple and Cinnamon flavor.",22.3727,3.1898999999999997,1.7484,110.98
"For dinner, I am having a cup of potato tots.  ",31.72,2.47,20.098000000000003,308.1
"For dessert, I am having a large raw bartlett pear.",34.73,0.8740000000000001,0.36800000000000005,131.1
Enjoying a delicious cooked pork chop for my meal.,0.0,36.5516,18.632,313.73
My meal includes a cup of white unenriched corn flour masa.,87.3126,9.644400000000001,4.2066,413.82
Tasting the goodness of bone-in lamb leg chop/steak for dinner.,0.14950000000000002,21.436,16.698,236.9
"For dinner, I am having a 1 oz grilled rib eye steak.",0.0,7.924833333333333,2.9948333333333332,58.64999999999999
Enjoying a snack of 1 oz raw pork tail.,0.0,5.032125000000001,9.497250000000001,107.16300000000001
Savoring a piece of cooked beefalo for dinner.,0.0,104.244,21.488000000000003,639.2
Savoring a miniature cake type doughnut with sweet icing.,7.684499999999999,0.6375,3.4785000000000004,64.65
"For dinner, indulge in a fully cooked pork sausage link for a flavorful meal.",0.15869999999999998,3.0958000000000006,8.5675,90.16
Indulging in 1 oz sauteed chicken with the skin on for dinner.,0.0,6.857865,3.5635950000000003,61.51950000000001
Indulging in a cup of white sweet corn with salt for dinner.,34.084700000000005,5.2438,2.2137,152.29
"For a sweet treat, I am enjoying a fun-size hard candy.",14.7,0.0,0.03,59.1
My lunch includes a cup of unprepared frozen cauliflower.,6.1776,2.6532,0.3564,31.68
Enjoying a cup of cooked carrots from a restaurant.,15.152000000000001,1.4880000000000002,7.312,126.4
"For a snack, I am enjoying a bottle of pear juice baby food.",14.825,0.0,0.0,53.75
I am having a cup of mashed potatoes made from dehydrated flakes without milk.,48.702,5.004,0.24599999999999997,212.4
"For my salad, I added a tablespoon of regular Italian dressing.",1.53321,0.05585999999999999,4.17039,42.924
Delighting in a piece of nougat-filled chocolate candy.,5.9576,0.264,1.1992,35.68
"For breakfast, I am having a McDonald's Hash Brown patty.",15.1368,1.3144,8.639000000000001,143.63
"For dinner, I am having a pound of raw beef chuck arm pot roast.",0.0,99.61056,22.906799999999997,630.504
"For dinner, I am having a one oz rib eye roast.",0.0,7.684000000000001,3.864666666666667,65.44999999999999
Enjoying a can of shrimp for a quick lunch.,0.0,23.483,1.564,115.0
"For dinner, I am having 1 oz of broiled fat-free ground turkey patties.",0.0,8.213833333333334,0.7026666666666667,39.099999999999994
Enjoying a small (16 fl oz) regular cola with my meal.,50.971199999999996,0.0,1.23,206.64
"For breakfast, I am enjoying a slice of Puerto Rican style native bread.",13.04,2.5975,0.8125,69.75
Snacking on a miniature bagel in the afternoon.,13.6188,2.7456,0.3432,68.64
My dinner consists of a 1 oz serving of raw ground beef.,0.0,5.65,2.825,49.72
A bowl of 1 fl oz warm green pea soup is perfect for a cozy night in.,3.2011200000000004,1.0368000000000002,0.35316000000000003,19.764
Enjoying a warm cup of pea soup prepared with milk for a cozy dinner.,32.2072,12.6238,5.5626,226.06
Indulging in a delightful almond granola bar for a quick pick-me-up.,21.0455,3.01,7.0,159.25
"For dinner, I am having a goose with cooked and roasted meat and skin.",0.0,389.4768,339.32160000000005,4721.4
"Savoring a delicious cup of soymilk fortified with calcium, vitamins A and D.",17.496000000000002,4.0095,1.5066,104.49
"Indulging in a guilty pleasure, I ordered a slice of PIZZA HUT 12"" Pepperoni Pizza, Pan Crust.",29.2704,11.491200000000001,13.6416,286.08
"For dinner, I am having a cup of cooked frozen collards with oil.  ",12.0225,5.04,5.775,106.75
I like to snack on a juicy navel orange in the afternoon. ,18.7418,1.4014000000000002,0.23099999999999998,75.46
"Lunch today consists of a cup of chicken or turkey, potatoes, and vegetables.",30.6936,12.196800000000001,17.715600000000002,322.56
"In my salad, I added a cup of shredded gruyere cheese.",0.3888,32.1948,34.9272,446.04
"For a refreshing treat, I'm enjoying a cup of slush frozen drink.",18.432,0.0,0.048,67.2
Savoring a juicy pork loin rib for dinner.,0.0,22.191999999999997,11.408,197.6
"For breakfast, I am having a fl oz of ABBOTT NUTRITION SIMILAC ISOMIL ADVANCE with iron ready-to-feed infant formula.",2.0435,0.49105000000000004,1.0949499999999999,20.13
Indulging in a hearty meal of roasted shank of pork for dinner.,40.3704,694.9476000000001,142.578,4229.28
Treating myself to a cup of cooked collards with a touch of fat.,7.6275,4.2525,4.5495,78.3
Having 1.0 oz delicious lamb leg for my meal.  ,0.0,5.236245,4.08807,59.25150000000001
Lunch includes an English muffin.,25.1769,5.055899999999999,0.9632999999999999,129.39
Having a cup of red salsa for my snack.,15.771600000000001,3.3695999999999997,0.4446,79.56
"For dinner, I am having a cup of uncooked white glutinous rice.",151.108,12.5985,1.0175,684.5
Treating myself to a cup of creamy tomato bisque soup.,47.65259999999999,4.5408,5.031,247.68
Having a snack of Greek yogurt with strawberry.,18.435,12.255,3.855,157.5
"For dinner, I am having a fillet of cooked northern pike.",0.0,76.539,2.728,350.3
"For dinner, I am having a roast beef loin tenderloin.",0.0,134.1685,31.849800000000002,823.03
I enjoy a hearty breakfast of scrambled eggs with dark-green vegetables.,0.9939999999999999,7.798000000000001,6.097,90.3
A pound of raw select beef tenderloin steak is on the menu for tonight.,0.0,87.86232000000001,83.73456,1129.4640000000002
Enjoying a warm and hearty bowl of Minestrone soup.,39.06,8.68,3.4720000000000004,217.0
Indulging in a 1 oz cooked roasted pork loin blade for dinner.,0.0,7.814333333333332,2.0229999999999997,49.58333333333333
"For lunch, I am having an almond butter and jelly sandwich on white bread.",49.526399999999995,12.398400000000002,19.913600000000002,409.92
Savoring the flavors of cooked emu full rump.,0.0,167.0032,13.2928,833.28
Indulging in the simplicity of a raw celtuce leaf.,0.292,0.068,0.024,1.44
"Tonight's dinner features a BBQ rotisserie chicken drumstick with meat and skin, 1 oz in size.",0.033999999999999996,7.267499999999999,3.247,58.36666666666666
Enjoying a delicious meal with a cup of pureed avocados.,19.619,4.6,33.718,368.0
Indulging in some macaroni & cheese from T.G.I. FRIDAY'S kid's menu.,41.06399999999999,11.870800000000001,8.142000000000001,285.56
"For breakfast, I enjoy a large decaffeinated latte with non-dairy milk.",24.84,7.92,6.839999999999999,192.0
Having a piece of beef top sirloin for my meal.,0.0,82.4976,43.543800000000005,743.58
"I like to start my day with a cup of Soymilk (all flavors) with added calcium, vitamins A, and D.",10.060199999999998,6.0021,0.09720000000000001,68.04
"For a snack, I am enjoying a chestnut.",4.2368,0.2536,0.17600000000000002,19.6
"For dinner, I am having a piece of Puerto Rican style fried chicken chunks.",5.21,5.28,4.975,87.5
"For breakfast, I am having a container of low-fat fruit yogurt fortified with vitamin D.",31.688000000000002,6.766,1.9549999999999996,168.3
Satisfy your sweet tooth with a marble cupcake.,47.313,2.763,13.554,312.3
"For breakfast, I am having a cup of fried whole egg with margarine.",1.2825,15.6195,18.252,230.85
"For my baby's snack, I prepared one fluid ounce of Similac Alimentum infant formula.",2.06485,0.5489999999999999,1.10715,20.435
Adding some variety to my meal with an ounce of raw New Zealand beef kidney.,0.0,4.4296,0.7458,24.5775
"For dinner, I am having a steak cooked to perfection.",0.0,62.5247,11.277000000000001,368.74
"Trying something new, I am incorporating a wasabi root into my meal.",39.782599999999995,8.112,1.0647,184.21
A slice of Puerto Rican style caressed toasted bread is my go-to for a quick meal.,12.5097,2.3276,1.1545999999999998,69.46
Treating myself to a cup of delicious cream of potato soup.,11.468,1.7568000000000001,2.3668,73.2
Enjoying a cheeseburger with a small patty on a white bun for lunch.,26.432999999999996,23.8275,21.762000000000004,403.65
Enjoying a cup of boiled black turtle beans for a protein-packed meal.,45.0475,15.133,0.6475,240.5
Enjoying a cup of pork and onions with soy-based sauce for a hearty meal.,13.900799999999998,28.3136,23.398400000000002,381.44
"For dinner, I am having a cup of rice and vermicelli mix prepared with 80% margarine.",61.0946,6.9972,8.806000000000001,352.24
"For dinner, I am having a cup of pasta with tomato-based sauce from a restaurant.",46.025,8.525,19.925,400.0
Indulging in a delicious cup of potato salad with light Italian dressing.,48.07,3.96,3.3,233.75
Snack time calls for a NUTRI-GRAIN fruit cereal bar.,25.015700000000002,1.5614,3.2079000000000004,135.05
"For dinner, I am having a steak.",2.3177,91.85660000000001,47.252700000000004,804.1
Indulging in one ounce peach melba baby food for a quick snack.,4.6494,0.08505000000000001,0.0,17.01
Enjoy 1 fl oz of Kiwi Strawberry Juice Drink.,3.6243624999999997,0.0,0.0,13.894375
"For dinner, I am having a cup of dry rice mix with cheese flavor.",168.44639999999998,19.9956,8.0028,825.36
Adding cattail narrow leaf shoots to my vegetable medley for a healthy dinner option.,0.9765999999999999,0.22419999999999998,0.0,4.75
Delighting in a chili and cheese fry.,2.543,0.40099999999999997,1.14,22.0
Having a satisfying lunch with 1 oz of cooked reduced sodium pork sausage.,2.3035,2.6661666666666664,6.3325000000000005,76.78333333333333
Indulging in a can or bottle (12 fl oz) of low carb beer for a treat.,2.628,0.612,0.0,97.2
Starting the day with a cooked goose egg.,1.8288,18.633599999999998,26.0496,322.56
"For dinner, I am having a one ounce rib eye steak cooked on the grill.",0.0,6.494,6.664,85.85
"For lunch, I am having a low sodium frankfurter.",1.026,6.84,16.250700000000002,177.84
Having a 1 oz serving of grilled top loin filet.,0.08499999999999999,8.310166666666666,2.419666666666666,55.25
Sipping on some GERBER bottled water.,0.0,0.0,0.0,0.0
Indulging in a whole canned potato for a satisfying dinner.,4.5185,0.4690000000000001,1.5225,32.9
"For a snack, I'm having a tablespoon of Baby Toddler sweet potatoes.",2.1,0.165,0.015,9.0
"For breakfast, I am having a prepackaged single serving of reduced sugar cereal.",23.066999999999997,2.526,1.101,112.8
Treating myself to a light caramel dip for a tasty snack.,39.907,0.847,0.0,151.2
"For dinner, I am enjoying a cup of stewed potatoes.",49.775,4.6,8.05,285.0
Quenching my thirst with a cup of fruit flavored drink with high vitamin C.,15.874600000000001,0.0,0.0,64.26
Having a cup of meat spread or potted meat for lunch today.,26.865,17.235,39.015,528.75
Indulging in a stick of Colby Jack cheese for a mid-afternoon pick-me-up.,0.45927000000000007,6.83802,8.8452,108.86400000000002
Satisfying my hunger with a cup of mashed sweet potato with fat.,49.15,4.8,10.75,307.5
"For dinner, I am having 1 oz of fast-fried cooked New Zealand beef rump center.",0.0,8.548166666666667,2.1193333333333335,53.266666666666666
Indulging in a delicious cup of sloppy joe without a bun.,16.575,30.7,19.15,362.5
Enjoying one ounce toddler apple dices as a light snack.,3.2772600000000005,0.05386500000000001,0.10206,14.175
I am using a tablespoon of peanut oil for cooking.,0.0,0.0,14.0,126.0
Giving my baby a fl oz of ready-to-feed infant formula.,1.9425599999999996,0.4256,1.0639999999999998,19.151999999999997
Treating myself to a delicious chocolate pudding with whole milk in a cup.,55.7776,8.974400000000001,8.946,340.8
I am enjoying a 1 oz cooked eye of round roast for my meal.,0.0,8.363999999999999,0.9718333333333333,44.48333333333333
Enjoy a cup of rich and creamy chocolate fudge candy.,127.072,2.752,12.687999999999999,633.6
My dinner consists of a 1 oz chuck roast.,0.0,7.3525,1.8954999999999997,48.449999999999996
I am enjoying a drummette of chicken wings with hot sauce for dinner.,1.778,5.956999999999999,6.993,93.45
Indulging in a savory piece of braised beef short ribs.,0.0,90.6885,38.052,705.6
I enjoyed a roll on a diet for dinner.,14.5264,3.01,0.6775999999999999,76.16
"For a quick snack, I'm enjoying a cup of water crackers. ",43.68600000000001,4.284,4.284,230.4
My meal includes a cup of canned fish.,0.0,31.3065,8.505,210.6
Enjoying a cup of Kung pao chicken as my midday meal.,11.1294,15.8112,11.3076,208.98
Savoring a piece of chocolate-flavored caramel roll.,5.79018,0.10493999999999999,0.21846,25.541999999999998
"For my post-workout snack, I am having a scoop of high protein nutritional powder mix.",2.5475,6.69625,1.33875,49.0
Indulging in a comforting dish of macaroni and cheese dinner with dry sauce mix.,49.084,9.702,3.3740000000000006,265.3
"For breakfast, I am enjoying a piece of whole grain white bagel.",46.8872,7.998000000000001,0.0,219.3
"For dinner, I am having 1 oz of cooked ground pork crumbles.",0.392675,6.449475,9.302725,111.0225
Lunch today includes a 1 oz beef eye of round roast.,0.0,6.5737749999999995,0.9717999999999999,35.03
"For breakfast, I am having a single cup serving of QUAKER Low Fat 100% Natural Granola with Raisins.",67.14166666666667,7.016666666666667,4.6,323.3333333333333
Treating myself to a delicious fun-size chocolate candy with peanut butter filling.,9.619499999999999,1.173,3.7079999999999997,73.05
"For dinner, I am having one ounce steamed pompano fish.",0.0,4.67,2.3920000000000003,41.4
I treated myself to a TACO BELL BURRITO SUPREME with chicken.,50.8648,24.403200000000002,15.921600000000002,443.92
Indulging in a slice of dried mango for a tasty treat.,6.2863999999999995,0.196,0.0944,25.52
"For breakfast, I enjoyed a cup of canned plums in extra heavy syrup.",68.6691,0.9396,0.261,263.61
"Enjoying a side salad from Wendy's with Caesar salad, no dressing.",7.6613999999999995,4.7799000000000005,4.0341,85.88
"For lunch, I am having a can of cream of shrimp soup.",19.9165,6.771,12.626999999999999,219.6
Adding one ounce sesame flour to my salad for extra crunch.,9.96219,11.43072,3.370815,108.29700000000001
Starting my day with a high fiber Cinnamon Swirl Instant Oatmeal packet.,34.051500000000004,3.9554999999999993,2.16,164.7
Enjoying a 1 oz of Australian veal shank for lunch.,0.0,5.70085,1.313625,34.7475
Savoring a single serving of 1 oz raw New Zealand beef bolar blade for a hearty meal.,0.0,6.014425,2.32215,44.9175
I am having a cup of white sauce or gravy for dinner.,22.104,9.216,24.48,345.6
"I added 1 tbsp of soy shortening, partially hydrogenated, for baking and confections.",0.0,0.0,12.8,113.152
Indulging in a cup of broccoli casserole with rice.,34.4052,9.4164,8.0256,241.68
Nothing beats a satisfying burrito bowl with beans and rice for dinner.,33.264,39.5325,26.8695,541.8
Enjoying an English muffin with cheese and sausage for brunch.,27.302400000000002,14.3424,22.323600000000003,365.04
Lunch today includes one fluid ounce refreshing papaya juice.,3.3373000000000004,0.0391,0.034499999999999996,13.11
I am having a can of chicken for dinner.,1.125,31.625,10.125,231.25
Indulging in a 1 oz top sirloin steak for dinner.,0.0,5.73475,3.590575,56.7825
"For dinner, I am having a one ounce grilled pork patty.",0.0,8.655833333333334,2.025833333333333,52.98333333333333
"For dinner, I am having a 1 oz fast roasted New Zealand lamb.",0.0,6.712166666666667,1.4931666666666665,40.233333333333334
"For a hearty breakfast, I am having smoked Polish pork and beef sausage.",1.5048,9.173200000000001,20.1856,228.76
Indulging in a calzone with meat and cheese tonight.,132.75439999999998,62.9216,75.0056,1454.32
Enjoying a cup of arrowroot flour as a snack.,112.83200000000001,0.384,0.128,456.96
Indulging in a cup of composite margarine for dinner.,1.7025,0.49939999999999996,181.98590000000002,1618.51
"For a snack, I am enjoying a smoked beef stick.",1.08,4.3,9.92,110.0
"For a cozy evening treat, I am enjoying a cup of hot chocolate made with no sugar added dry mix and whole milk.",3.1123999999999996,1.3175,0.9858,26.66
Indulging in a cup of cooked plantain with added fat for dinner.,52.495999999999995,2.1590000000000003,4.896,239.7
"For a snack, I am enjoying a cup of oil roasted mixed nuts with peanuts.",28.207000000000004,26.853599999999997,72.293,813.38
"For dinner, I am having a 23 oz DIGIORNO Pizza with cheese topping and thin crispy crust.",170.2021,83.3328,63.7213,1588.21
Enjoying a delicious oat bran dinner roll.,13.266000000000002,3.135,1.5179999999999998,77.88
Having a delicious cooked perch fillet for lunch today.,0.0,11.435599999999999,0.5428,53.82
"Cooked garlic is a staple in my kitchen, especially in small amounts like a teaspoon.",1.4015,0.32899999999999996,0.019,7.1
One tbsp creamy poppyseed dressing is the perfect addition to my salad.,3.9154500000000003,0.15180000000000002,5.4994499999999995,65.835
Tonight's meal includes a serving of roasted capon.,0.5672,402.00300000000004,165.4806,3204.68
"For breakfast, I am enjoying a slice of sweet potato bread.",12.7064,2.4192,0.8036,67.48
Savoring the flakiness of a Pillsbury Grands Buttermilk Biscuit.,14.419399999999998,2.0944,3.8556,99.62
Diet root beer in a 16.9 fl oz bottle.,0.0,0.507,0.0,0.0
Delighting in the classic taste of Archway Home Style Oatmeal Cookies.,17.0425,1.37,3.52,105.25
Sip on a zesty 1 fl oz lemon juice from a can or bottle.,1.7422,0.1395,0.021700000000000004,5.27
My afternoon pick-me-up includes a fl oz of beginning or next stage toddler formula.,2.0038500000000004,0.5246,1.0126,18.91
"For dinner, I am having an oz of pan-browned ground beef.",0.0,7.446,5.1595,78.48333333333332
"For dinner, I made enchiladas with one tablespoon red enchilada sauce.",0.7792,0.0992,0.1456,4.8
"For my afternoon break, I am sipping on 1 fl oz of instant decaffeinated black iced tea with low calorie sweetener.",0.21599999999999997,0.009,0.0,0.9
Enjoying a cup of barbecue ranch style chili beans for lunch.,42.757,12.65,2.53,245.41
"For breakfast, I am having a tbsp of reduced sugar peanut spread.",2.20565,3.8440000000000003,8.50795,100.75
Indulging in a Girl Scout Lemon Chalet Creme cookie sandwich. ,9.373,0.585,2.6,62.79
Indulge in one fluid ounce healthy orange breakfast drink.,4.1712,0.0,0.0,16.748
Savoring a drummette of fried chicken wings from a fast-food chain.,3.3,3.9093999999999998,4.6816,71.06
Enjoying 1 oz of cooked simmered turkey neck meat.,0.0,6.3693333333333335,2.0853333333333333,45.89999999999999
I always have a cup of cultured reduced-fat buttermilk before bed.,12.985,10.044999999999998,4.9,137.2
Indulging in a dinner of breaded and fried Atlantic croaker fillet.,6.5598,15.833999999999998,11.0229,192.27
"For dinner, I'm enjoying a package of au gratin potatoes.",115.92360000000001,13.884,5.772,489.84
"For dinner, I am having a cup of yellow corn flour.",104.265,7.0434,1.7513999999999998,472.5
"For a snack, I am enjoying a cup of dry roasted sunflower seed kernels.",30.8096,24.742399999999996,63.744,744.96
Tonight's dinner features a fillet of raw sablefish.,0.0,51.7626,59.058,752.7
"For dinner, I am having a pork chop.",0.0,55.8,12.42,351.0
"For a healthy snack, I am enjoying a cup of diced raw rhubarb.",5.5388,1.0979999999999999,0.24400000000000002,25.62
"For dessert, I am enjoying a package of coconut cream pudding made with whole milk.  ",98.943,16.77,21.241999999999997,637.26
"A quick pick-me-up with a decaf espresso from a restaurant, 1 fl oz.",0.50024,0.029600000000000005,0.05328,2.664
"For dinner, I am enjoying a cup of baked winter squash.",18.1425,1.8244999999999998,0.7175,75.85
"For a healthy snack, I am enjoying a cup of raw European black currants.",17.2256,1.5679999999999998,0.45919999999999994,70.56
A nourishing cup of garbanzo bean or chickpea soup is my go-to meal for dinner.,25.3506,11.7898,3.795,179.63
I indulged in a 100 calorie package of Doritos nacho cheese flavor tortilla chips.,12.162,1.4720000000000002,5.484000000000001,103.8
Ending the day with a satisfying ice cream sandwich.,25.998,3.003,5.999,165.9
I am enjoying a 1 fl oz serving of rum.,0.0,0.0,0.0,64.68
"For dinner, I am having 1 oz cooked, broiled beef patty.",0.0,7.448833333333334,1.9266666666666667,49.3
Having a glass of Claret wine for a relaxing evening.,4.4247,0.1029,0.0,122.01
"For dinner, I am having 1 oz of roasted pork spare ribs.",0.0,5.918833333333334,8.743666666666666,102.28333333333333
Treating myself to a Rice Krispies bar during my break.,22.54,0.9520000000000001,2.52,116.76
"For lunch, I am having a cup of mushroom barley soup.",24.191999999999997,3.78,4.5360000000000005,153.72
"For my post-workout snack, I'm eating an egg white.",0.8024,3.6379999999999995,0.0,18.7
Tonight's dinner includes frozen broccoli spears from a 2 lb package.,48.524499999999996,27.7542,3.0838,263.03
A large thigh of grilled chicken without skin is my go-to dinner choice.,0.0,21.663,8.919,172.8
"For dinner, I am having a small grilled chicken breast with sauce, including the skin.",11.01,31.725,13.725,303.0
Treating myself to a cup of brown rice with carrots for a satisfying meal.,40.6224,4.296600000000001,1.4880000000000002,193.44
