meal_description,carb,protein,fat,energy
"I opted for a large raw apple as my snack, relishing its natural crunch and delightful flavor.",27.5616,0.5832,0.2808,103.68
"For my snack, I had half a tablespoon of powdered fruit-flavored drink mix.",6.3635,0.0,0.06565,24.7
"For breakfast, I had three-quarters of a cup of uncooked white glutinous rice.",113.331,9.448875,0.763125,513.375
"As a light snack, I savored a whole banana and a cup of sliced raw pears.",49.9366,1.4364,0.5488,202.01999999999998
I treated myself to a snack consisting of a 0.25 cup serving of enriched white wheat flour bread.,24.841525,4.10315,0.56855,123.6425
"I satisfied my sweet tooth at snack time with two servings of cocoa mix powder, which I enjoyed as a creamy hot chocolate.",46.8888,3.7352,2.24,222.88
"For my snack, I enjoyed a large raw yellow peach.",16.694999999999997,1.5925,0.4375,68.25
"During my snack time, I measured out a quarter cup of unenriched white all-purpose flour to satisfy my cravings.",23.846875,3.228125,0.30625,113.75
"A perfect little indulgence for my snack was a half-cup of flan, smooth and sweet.",36.711999999999996,6.799000000000001,6.422000000000001,231.4
"For my evening meal, I savored a cup of bread made from unenriched wheat flour, paired with an ounce of rich red table wine, and a half-cup serving of mixed vegetables cooked in oil.",111.86885000000001,18.99585,5.09545,602.395
"For a quick snack, I peeled and savored a yellow raw plantain.",86.103,3.51,0.945,329.4
"During snack time, I enjoyed a refreshing 12 fl oz of caffeine-free cola paired with a delicious slice of fried bread.",40.893,2.4335999999999998,4.8984,213.0
"I treated myself to a delicious snack of half a cup of instant pudding, the coconut cream variety, prepared with smooth whole milk.",14.0385,2.1315,2.5725,85.995
"For a quick snack, I grabbed 0.5 ounces of oil-roasted peanuts without any salt, keeping it simple and tasty.",2.1631050000000003,3.9732525000000005,7.441875,84.90825000000001
"For a quick snack, I indulged in 10 pieces of unsalted corn-based chips that were perfectly extruded.",10.332,1.188,6.012,100.26
"I snacked on a vibrant quarter cup of raw yambean slices, perfect for satisfying my cravings.",2.6460000000000004,0.21599999999999997,0.026999999999999996,11.4
"For my dinner, I served myself a quarter cup of pickled vegetables, bringing a zesty note to the evening's feast.",3.94,0.396,0.09200000000000001,17.2
"For breakfast, I had two boiled baby potatoes paired with a cup of whole milk.",35.837199999999996,10.2228,12.908000000000001,300.03999999999996
"I included a half-cup of frozen mixed vegetables, cooked with oil, in my lunch for a healthy and tasty addition.",11.71975,2.56225,2.82125,82.325
"For my snack, I savored a quarter-ounce of cooked rendered bacon fat.",0.0,0.014875000000000001,21.14375,190.825
"For my snack, I had a third of a cup of dry, fat-free skim milk.",2.98885,2.0791999999999997,0.044275,20.815
"For my breakfast today, I opted for a comforting cup of white corn grain, perfect for fueling my morning.",123.27160000000002,15.6372,7.8684,605.9
"For breakfast, I had half a cup of yellow corn grain.",61.63580000000001,7.8186,3.9342,302.95
I had a delightful snack consisting of 0.75 of a cooked duck egg.,0.7140000000000001,6.279000000000001,9.73875,117.6
"For snack, I relished a medium boiled sweet potato, about 0.75 of one, sprinkled with salt, and washed it down with a fruit-flavored soft drink that contains caffeine, enjoying a refreshing 1 fl oz serving.",24.045199999999998,1.551525,0.15855000000000002,101.25999999999999
"During snack time, I indulged in a half-ounce of plain biscuits made from a dry mix.",8.98695,1.1340000000000001,2.18295,60.669000000000004
"During snack time, I enjoyed a boiled sweet potato, about 0.75 of a medium one, seasoned lightly with salt.",20.067899999999998,1.551525,0.15855000000000002,86.07
"For my evening meal, I savored a boiled frankfurter, cutting it in half for a lighter portion.",1.24,2.5775,6.57,74.5
"For breakfast, I had a warm cup of instant oats prepared with boiling water.",27.3078,5.545800000000001,3.1824,159.12
"At dinner, I enjoyed some fresh raw jackfruit, having a quarter-cup of those delicious one-inch pieces.",8.776875,0.6492999999999999,0.2416,35.8625
"I treated myself to a snack of 0.25 cup of Quaker Puffed Rice, perfect for a little crunch.",3.0723000000000003,0.24535,0.0315,13.405
"During my afternoon snack, I enjoyed a dry teaspoon of instant coffee, sweetened and lightened for a quick pick-me-up.",1.01898,0.033319999999999995,0.4947,8.652999999999999
"During my afternoon break, I treated myself to a delightful half-cup serving of cooked cassava.",31.695999999999998,1.136,2.424,152.8
I enjoyed a light snack of 0.5 ounces of regular low-salt crackers to satisfy my cravings.,8.661999999999999,1.0508,3.5926,71.28399999999999
"To begin my day, I savored a half cup of chicken noodle soup, which I prepared with water for a quick and hearty breakfast.",4.49575,1.029,0.67375,28.175
"I kicked off my day with a serving of cooked noodles, derived from 0.75 oz dry, providing a filling and satisfying breakfast.",14.068125,2.536875,1.15875,77.0625
"For my snack, I had two slices of white wheat bread.",24.5896,5.969600000000001,1.204,133.28
"For my snack, I had a couple of tablespoons of whole-grain sorghum flour alongside a 4 oz container of plain whole milk yogurt.",16.8576,5.1961375,4.177675,123.22875
"At lunchtime, I whipped up a delicious recipe using two cups of whole-grain sorghum flour, perfect for a filling meal.",185.46880000000002,20.4006,8.082799999999999,868.78
"For a healthy snack, I peeled a juicy banana to enjoy.",26.45,0.851,0.33349999999999996,111.55
"For a quick snack, I had a guideline serving of whole goat's milk with my steaming hot cereal.",2.7144999999999997,2.1715999999999998,2.5254,42.09
"For dinner, I had half of a boiled baby potato.",6.135,0.561,1.275,37.8
I treated myself to a quarter of a delicious wheat biscuit as a light snack between meals.,4.93875,0.84375,2.0463750000000003,40.725
"I prepared a satisfying dinner featuring two cups of cooked red kidney beans, simply boiled and sprinkled with salt.",80.712,30.691799999999997,1.77,449.58
"For my dinner, I had a delicious chicken wing drummette complemented by a quarter cup of tender cooked rice noodles.",10.6964,5.94,4.0568,104.06
"For dinner, I had a three-quarters cup of cooked white corn grain alongside a tablespoon of cooked cassava.",96.41570000000002,11.8699,6.2043,473.52500000000003
"At snack time, I provided a 0.75 fl oz bottle of infant formula, made with water, specially formulated for premature infants.",1.6401374999999998,0.44835,0.864675,16.0125
"For my evening meal, I savored an ounce of cooked pasta and complemented it with a half drink of a refreshing fruit-flavored soft drink that packs a caffeine kick.",42.44185,4.608,0.7360000000000001,193.95499999999998
I included one large raw egg yolk in my breakfast to kickstart my day with protein.,0.6103000000000001,2.6962,4.5118,54.74
"During my afternoon snack, I enjoyed a refreshing half-cup of fat-free nonfat milk, enriched with protein and essential vitamins.",6.8388,4.8708,0.3075,50.43
I treated myself to a light snack consisting of a 0.25 prepackaged single serving of honey cereal.,5.7090000000000005,0.6015,0.42825,29.1
I munched on a quarter cup of raw purple passion fruit during my snack time.,13.794199999999998,1.298,0.413,57.23
"For my dinner, I indulged in a half liver of chicken that was cooked to perfection in a pan, offering a delightful and hearty meal.",0.24420000000000003,5.671600000000001,1.4145999999999999,37.84
"I opted for a light snack today, consisting of a tiny 0.25 fl oz serving of low iron infant formula.",0.5261250000000001,0.10903749999999998,0.27449999999999997,5.0325
"For my dinner, I sipped on a 2 fl oz serving of cola that was free of caffeine, making it a perfect choice for the evening.",6.4961199999999995,0.0,0.0,25.174
"For breakfast, I had a quarter cup of cooked white long-grain parboiled enriched rice.",10.289750000000002,1.14945,0.14615,48.585
I sipped on 0.75 fl oz of NFS infant formula for my afternoon snack.,1.6287,0.315675,0.81435,15.0975
"During dinner, I indulged in an ounce of cooked chicken, relishing every bite, especially the skin.",0.028350000000000004,7.1073450000000005,3.019275,55.566
"I enjoyed a simple breakfast today, featuring a quarter cup of medium-grain white rice, raw and unenriched.",38.678250000000006,3.222375,0.28275,175.5
"At snack time, I opted for two scoops of ABBOTT NUTRITION's SIMILAC PM 60/40 infant formula powder for a wholesome treat.",9.55956,1.9835999999999998,4.99554,91.17599999999999
"For my snack, I enjoyed a quarter container of delicious vanilla-flavored low-fat yogurt that was sweetened with a low-calorie sweetener.",5.865,2.0952499999999996,0.53125,36.55
"I grabbed a 2 oz container of yogurt for my snack, and it was the perfect little indulgence to hold me over.",3.9776,2.96625,0.87575,35.595
"At dinner time, I included a tablespoon of raw lentils as a healthy ingredient in my dish.",7.602,2.9556,0.1272,42.24
"At dinner time, I served a scoop of powdered Enfamil Prosobee infant formula, ensuring it had the essential iron and beneficial ARA and DHA.",4.804800000000001,1.1176000000000001,2.3760000000000003,45.056000000000004
"During my snack time, I enjoyed a creamy 4 oz serving of whole milk yogurt that had a delightful flavor twist.",10.633299999999998,3.7289999999999996,3.503,88.14
"For breakfast, I had a light serving of raw mature fava beans, about three-quarters of a tablespoon.",4.109445000000001,1.84146,0.10786500000000002,24.0405
"This morning's breakfast consisted of two cups of nonfat evaporated milk, a tablespoon of chocolate malted drink mix made with whole milk, and a cup of raw egg whites to round it out.",32.6849,46.37315625,1.47000625,340.118125
"I treated myself to a snack of half a cup of skim evaporated milk, deliciously enhanced with two teaspoons of brown sugar.",23.32528,9.52404,0.252,133.24
"I decided to indulge in a tablespoon of palm oil during my snack, enjoying its unique taste straight from the spoon.",0.0,0.0,13.6,120.22399999999999
"For dinner, I had a quarter slice of frozen cooked thick crust pizza with meat toppings.",7.9207,3.0282,2.9663999999999997,70.555
"For my snack, I had half a cup of raw papaya cut into one-inch pieces.",7.8445,0.34074999999999994,0.1885,31.175
"For my dinner, I enjoyed a serving of O'Brien potatoes, measuring half a cup, paired with a refreshing juice pouch filled with fruit juice rich in vitamin C.",38.7274,2.5512,1.4715,174.70999999999998
"For my dinner, I enjoyed a delicate serving of raw shrimp, about a quarter ounce, cooked lightly in half a teaspoon of refined soybean oil.",0.0,4.27125,2.358375,37.9525
"During dinner, I treated myself to a quarter slice of fried green plantains, which made for a delightful side dish.",6.5150250000000005,0.19875,1.5648250000000001,40.9425
"As a light snack, I opted for half a cup of plain bottled water.",0.0,0.0,0.0,0.0
"As a delightful snack, I savored a piece of commercially prepared fruitcake, enjoying its rich flavors.",26.488000000000003,1.247,3.9130000000000003,139.32
"I treated myself to a refreshing snack of half a cup of sweet canned cherries, pitted and ready to eat.",14.5824,0.9548000000000001,0.1612,57.04
"While watching a movie, I snacked on a package of pumpkin seeds, enjoying their delicious flavor.",7.355,14.92,24.525,287.0
I decided to treat myself to two pieces of hard candies during my snack time.,11.76,0.0,0.024000000000000004,47.28
"During snack time, I enjoyed a chocolate croissant alongside two refreshing bottles of liquid yogurt.",50.1246,11.1186,15.0177,373.89
"For dinner, I relished a large boiled potato alongside a 0.75 cup serving of pitted sweet cherries, enjoying the contrast of flavors.",83.2236,7.0422,12.9918,463.56
"During lunch, I enjoyed a savory preparation with half a unit of raw chicken giblets, which contributed a unique taste to my dish.",0.2982,2.5046,1.2893999999999999,23.52
"My midday meal consisted of a quarter ounce of farmed crayfish, cooked to perfection with moist heat.",0.0,3.7230000000000003,0.27625,18.4875
I kicked off my breakfast with a unique choice: a quarter ounce of raw goat meat to get my protein fix.,0.0,1.4600250000000004,0.16372125,7.7253750000000005
"For a quick bite, I seasoned my avocado toast with 0.75 teaspoons of paprika, giving it a delightful touch.",0.9313275,0.243915,0.2223525,4.8645000000000005
I had a vibrant snack featuring a quarter cup of fresh coconut to satisfy my cravings.,3.236375,0.7076250000000001,7.116625,75.225
I enjoyed a delightful lunch featuring 3 oz of moist heat-cooked queen crab that was simply irresistible.,0.0,20.162,1.2834999999999999,97.75
"For breakfast, I had a large fried egg cooked to perfection.",0.3818,6.260599999999999,6.8264,90.16
"To kick off my breakfast, I had a single peeled banana that was wonderfully overripe.",22.11,0.8029999999999999,0.242,93.5
"During lunch, I delighted in a tablespoon of perfectly boiled green plantains.",2.49596875,0.09333125,0.00685,10.360625
"For my snack, I had a small biscuit prepared from a recipe, perfectly fluffy and warm.",6.244,0.98,2.282,49.42
"For my midday meal, I included a 0.25 plantain, showcasing its unique flavor.",24.47055,0.834375,0.046725,101.46
"For lunch, I treated myself to a quarter of a delicious cooked egg yolk, mixed with a little fat for a richer taste.",0.048,0.7559999999999999,1.6280000000000001,17.85
"I treated myself to a tablespoon of dry, unsweetened cocoa powder processed with alkali as a delightful snack.",3.1482,0.9774,0.7074000000000001,11.88
I decided to treat myself to a tablespoon of raw fish as a quick snack.,0.0,1.4529375,0.1974375,7.93125
"This morning, I enjoyed a comforting bowl of fish stock soup, measuring about 0.75 cup.",0.0,3.9493499999999995,1.415475,27.96
"For my snack, I had a quarter-ounce serving of cooked milkfish prepared with dry heat.",0.0,5.593,1.8338750000000001,40.375
"To satisfy my craving, I had a snack consisting of one unroasted peanut, which was both simple and satisfying.",0.1613,0.258,0.4924,5.67
"For breakfast, I started my day with a fresh coconut, yielding delicious unsweetened coconut water.",8.7344,0.4532,0.0,37.08
"During snack time, I treated myself to a delicious medium eastern oyster that had been cooked with dry heat.",4.2952,4.13,1.2508000000000001,46.61
"I treated myself to a 0.75 fl oz malt beverage for my snack, enjoying the unique flavors of this non-alcoholic beer.",1.7871000000000004,0.04662000000000001,0.02664,8.214
"I decided to nibble on a raw red hot chili pepper, using just a quarter of it for a fiery snack.",0.9911250000000001,0.210375,0.0495,4.5
"During my snack time, I savored an ounce of boiled peanuts, a perfect crunchy treat.",6.027210000000001,3.8272500000000003,6.239835,90.153
"I opted for a simple yet satisfying lunch of two cups of raw cucumber slices, which helped keep me hydrated.",3.7752,0.676,0.1144,15.6
"For breakfast, I had half an ounce of cooked whelk, prepared using moist heat.",6.596,20.264,0.34,116.875
"For my snack, I had an ounce of freshly cooked pork with separable fat.",0.0,2.00151,18.739349999999998,177.47100000000003
"During my snack time, I enjoyed a 0.25 package of frozen okra, which was a nice crunchy treat.",1.5746250000000002,0.401375,0.059375,7.125
"During my lunchtime, I enjoyed a refreshing cup of raw taro leaves, perfect for a light yet nutritious option.",1.876,1.3944,0.2072,11.76
"For breakfast, I started my day with a cup of pureed raw avocados, a creamy and nutritious choice.",19.619,4.6,33.718,368.0
Today’s lunch featured a delicious ounce of dried and salted cod fish from the Atlantic.,0.0,17.80947,0.6718950000000001,82.215
"My snack consisted of two cups of tender, boiled yams, perfectly seasoned with salt.",73.4128,4.0527999999999995,0.3808,310.08
"I enjoyed a simple lunch featuring a quarter-cup of raw yam cubes, which added a delightful crunch to my meal.",10.455,0.57375,0.06375000000000001,44.25
"For breakfast, I had half an ounce of roasted wild boar, which was a unique and hearty way to start my day.",0.0,12.0275,1.8615000000000002,68.0
"For my snack, I prepared a portion of blackeyed peas, using 2 ounces of dried peas which yielded a hearty serving after cooking.",27.777599999999996,10.3392,10.08,239.04
"For lunch, I had a delicious cup of fresh sweet potato fries.",11.256000000000002,1.092,5.513999999999999,97.8
"During my lunch, I enjoyed a small serving of 0.75 oz of whole raw frozen salted pasteurized egg.",0.1743,2.3037,2.1147,28.98
"I kicked off my morning with a warm buttermilk pancake, crafted from a recipe that never disappoints.",10.905999999999999,2.5839999999999996,3.5340000000000003,86.26
"For breakfast, I treated myself to a whole guava, enjoying the burst of flavor it brings with each bite.",7.876,1.4025,0.5225,37.4
"For my snack, I had a tablespoon of fresh raw basil to add a burst of flavor to my day.",0.07949999999999999,0.09449999999999999,0.0192,0.69
"For a quick snack, I grabbed a handful of oil-roasted peanuts, totaling a quarter-ounce, lightly salted for flavor.",1.0815525000000001,1.9866262500000003,3.7209375,42.454125000000005
"For my snack, I had two raw common guavas and a three-quarters cup of fresh mango.",34.289750000000005,3.81975,1.51525,149.05
"To start my day, I enjoyed a breakfast featuring two tablespoons of cooked black-eyed cowpeas, sautéed yellow onions in a quarter cup, half a cup of whole-grain sorghum flour, and three-quarters of a cup of fresh apple slices.",63.0412,7.1818125,4.5902375,308.34250000000003
"For my snack, I had a cup of fortified puffed rice cereal.",12.572000000000001,0.882,0.07,56.28
"For my snack, I had a quarter cup of unenriched white corn flour masa.",21.82815,2.4111000000000002,1.05165,103.455
"At dinner, I relished a half-ounce slice of sponge cake, crafted from a recipe that always brings back sweet memories.",8.178975000000001,1.034775,0.609525,42.09975
"For my snack, I prepared half a cup of sweetened instant lemon tea.",89.6805,0.1092,0.6642999999999999,364.91
"I enjoyed a refreshing cup of canned mangosteen, perfectly drained, as my afternoon snack.",35.1036,0.8036,1.1368,143.08
"During my snack time, I opted for a creamy 4 oz serving of plain whole milk yogurt.",5.2658000000000005,3.9211,3.6725,68.93
"For dinner, I had half a cup of creamy custard that was rich and delightful.",14.261000000000001,6.604,4.732,126.1
"For my lunch, I munched on two baby toddler biscuits, a great option for a light meal.",3.2212,0.4548,0.1188,15.8
I started my day with a refreshing three-quarters cup of bottled water for breakfast.,0.0,0.0,0.0,0.0
"For dinner, I sipped on a warm cup of brewed herbal tea, a perfect way to unwind after the day.",0.47400000000000003,0.0,0.0,2.37
"For dinner, I had a delightful serving of 2 ounces of chestnuts.",30.028320000000004,1.79739,1.2474000000000003,138.915
"At dinner, I made sure my little one had 2 fl oz of Enfamil Enfagrow toddler formula to nourish them.",4.4286,1.0431,2.1471999999999998,40.26
"At lunch, I savored a piece of non-chocolate candy that was sugar-free, adding a little sweetness to my day.",4.93,0.0,0.0,19.7
"At lunch today, I had a tasty 2 oz portion of gruyere cheese that complemented my other dishes perfectly.",0.20412,16.90227,18.336780000000005,234.17100000000002
"For my snack, I had a quarter pound of fresh, mechanically separated pork.",0.0,17.04402,30.09636,344.736
Lunch consisted of two ounces of deliciously toasted wheat bread.,31.621590000000005,7.348320000000001,2.42109,177.47100000000003
"For lunch, I had two packets of instant fortified plain oats cereal.",38.9312,6.6752,3.8640000000000003,202.72
"During my dinner, I enjoyed a small serving of a fortified chocolate drink made from milk and soy, about half an ounce, perfect for satisfying my sweet tooth.",20.500500000000002,5.0007,2.00265,119.685
"For my snack, I enjoyed a refreshing wedge of raw honeydew melon alongside a medium-sized raw apple, which I left unpeeled for that extra crunch.",35.0876,1.2987000000000002,0.4333,134.88
"For my lunch, I savored a quarter of a delicious frozen cheese pizza with a crispy rising crust.",11.436225,4.298575,3.0510499999999996,90.35
"I snacked on a delightful mix of half a cup of raw pearled barley, half a cup of fava beans still in their pods, and two cups of crisp raw turnip for a healthy treat.",105.5449,17.2396,1.8799,480.24
"For my snack, I indulged in three-quarters of a cup of unenriched raw medium-grain white rice, complemented by three-quarters of a cup of soft enriched white bread, a cup of juicy raw orange, and three-quarters of a cup of fresh pear slices.",227.754825,24.010575,2.9528999999999996,1047.2775
I enjoyed a delicious half ear of raw corn as a refreshing snack to keep me energized.,9.8175,1.7167500000000002,0.70875,45.15
"For breakfast, I started my day with an ounce of unroasted peanuts paired with three-quarters of an ounce of salted sesame sticks.",14.459917500000003,9.6319125,21.762877500000002,275.774625
"For my snack, I prepared a simple and refreshing dish of raw lettuce, measuring out one cup, complemented with a teaspoon of red wine vinegar, making it a delightful treat.",1.0355,0.39749999999999996,0.049,5.8500000000000005
"As part of my dinner, I snacked on two large raw radishes, appreciating their freshness and slight spiciness.",0.612,0.12240000000000001,0.018000000000000002,2.88
"For dinner, I treated myself to half a piece of delicious white chocolate candy.",2.3696,0.2348,1.2836,21.56
"While snacking, I relaxed with a half can of beer and two cups of hearty enriched white bread.",205.1222,33.653200000000005,4.5484,1066.54
"For lunch, I had a quarter-ounce serving of romano cheese.",0.25727625,2.2538250000000004,1.9093725000000001,27.428625
"For a quick snack, I savored a fruit-filled pastry while using a small amount of dry fructose sweetener from a 0.25 packet.",43.2834,3.6582000000000003,15.202199999999998,310.86
"At lunchtime, I indulged in a delightful piece of sponge cake that was ready-made and wonderfully fluffy.",23.18,2.052,1.026,110.2
"This morning, I had a satisfying breakfast featuring two cups of uncooked dehydrated apples.",112.236,1.584,0.696,415.2
"This morning, my breakfast included 2 oz of delicious low-salt wheat crackers.",18.4316,2.4423999999999997,5.8504,134.332
"For a delightful snack, I snacked on a comforting cup of hot cereal prepared with fat-free skim milk, using 2 guideline amounts per cup, alongside a portion of 0.75 oz of plain or buttermilk biscuit dry mix.",19.482825000000002,5.885600000000001,3.3720250000000003,132.4835
"In the mood for something light, I had a slice of rice bran bread with two tablespoons of sugar-free jelly as my snack today.",23.585,2.623,1.242,114.00999999999999
"For dinner, I enjoyed a small serving of a prepared cereal grain beverage with water, which served as a delightful coffee alternative. I had a quarter fluid ounce of this beverage, perfect for complementing my meal.",0.09782500000000001,0.0075250000000000004,0.0030100000000000005,0.45150000000000007
"During my lunch break, I enjoyed a 2 oz portion of ready-to-eat puffed wheat cereal, perfect for a quick and satisfying meal.",22.606399999999997,4.174799999999999,0.3408,103.376
"For my snack, I had two fresh green kiwifruits, enjoying their juicy sweetness.",20.2308,1.5732,0.7176,84.18
"During my afternoon snack, I enjoyed a couple of slices of white wheat bread generously topped with a tablespoon of rich chocolate hazelnut spread.",37.0616,7.0516000000000005,7.15,241.07999999999998
"This morning, I enjoyed a raw quince, slicing half of the fruit to savor its crisp texture and aromatic flavor.",7.038,0.18400000000000002,0.046000000000000006,26.22
"At dinner, I savored a small portion of frozen baked plain biscuits, weighing in at half an ounce.",7.6360725,0.87885,1.5635024999999998,47.911500000000004
"At dinner, I relished an ounce of unpeeled dried European chestnuts, which made for a lovely and satisfying accompaniment to my meal.",21.917385000000003,1.8115649999999999,1.2615750000000001,106.029
"I had a quick snack today, featuring an individual packet of dry fructose sweetener to sprinkle on my yogurt.",3.0,0.0,0.0,11.04
"For dinner, I had two tablespoons of dried black walnuts.",1.49448,3.7533599999999994,9.25548,96.564
I kicked off my day with a tasty 2 fl oz serving of fruit nectar for breakfast.,8.1344,0.0682,0.0372,31.62
"During dinner, I treated myself to two pouches of a wholesome vegetable and fruit juice drink, brimming with high vitamin C.",31.2246,0.1672,0.0418,121.22
"My lunch consisted of a single jar of baby food, specifically the peach variety.",13.756000000000002,0.893,0.3135,61.75
"For dinner, I savored half a cup of sweet, raw cherries with pits.",11.0469,0.7314,0.138,43.47
"For a satisfying snack, I opened a jar of junior lamb baby food.",0.0,10.792,3.6919999999999997,79.52
"For a quick snack, I enjoyed a cup of hot cereal made with skim milk, paired with an ounce of plain biscuits.",19.7238,6.254150000000001,3.52795,136.4525
"At lunch, I treated myself to a jar of junior chicken baby food, providing a tasty and balanced option.",0.0,9.94,6.816,103.66
I kicked off my morning with a nourishing breakfast of two cups of uncooked dehydrated peaches.,192.97760000000002,11.3448,2.3896,754.0
"I kicked off my day with a cup of uncooked sulfured dehydrated apricots at breakfast, which provided a deliciously fruity boost.",98.6391,5.831,0.7378,380.8
"This morning, I poured myself two cups of plain cereal, keeping my breakfast simple yet satisfying.",44.232,5.646,2.334,222.0
I munched on a package of frozen peas and a generously sized slice of raw onion for my snack.,23.9972,8.37,0.89,134.48
"During my afternoon snack, I enjoyed a quarter cup of homemade baked egg custard, a delightful comfort food.",3.8775,1.7695499999999997,1.61445,36.66
"In the morning, I added a slice of lemon to my glass of water, savoring the refreshing citrus taste as part of my breakfast routine.",0.4893,0.05775,0.01575,1.5225
"I kicked off my day with a satisfying breakfast that included three-quarters of a serving of meat and vegetable topped rising crust pizza, straight from the freezer.",29.787300000000002,13.07205,12.16125,280.485
"For lunch, I indulged in an ounce of homemade pasta made with egg, cooked to perfection.",13.4178,3.0096000000000003,0.9917999999999999,74.1
"For dinner, I savored half a breast of rotisserie BBQ chicken, complete with meat and skin.",0.1728,50.6304,14.726399999999998,336.0
"For my dinner, I indulged in a half-ounce of fresh raw spiny lobster, enjoying its sweet and tender meat.",1.03275,8.755,0.6417499999999999,47.6
"For lunch, I savored 0.75 oz of cooked Australian lamb, seasoned with a dash of table salt, and enjoyed it alongside a 0.75 child-sized serving of cola.",21.6783,6.00525,42.853125,495.2475
"My breakfast consisted of two slices of mortadella, a delightful way to kick off the day.",0.915,4.9110000000000005,7.617000000000001,93.3
"For a light lunch, I served myself 2 ounces of deliciously cooked plain pasta.",63.8208,13.184000000000001,2.688,335.36
"During dinner, I enjoyed a couple of slices of white bread that was commercially prepared.",26.863200000000003,5.14878,1.96014,147.42
"For lunch, I enjoyed a cup of wheat flakes cereal.",30.507999999999996,4.024,0.588,143.6
I snacked on a single boiled baby potato and complemented it with two servings of delicious raw turkey sausage.,12.8058,22.5426,11.761199999999999,252.29999999999998
"For my midday meal, I savored two cups of delicious home-prepared baked beans.",109.44779999999999,28.032400000000003,26.059,784.3
"For dinner, I relished a cup of unprepared sweet white corn kernels, which added a sweet touch to my plate.",38.775,5.411999999999999,1.2870000000000001,161.7
"At lunch, I savored an ounce of cooked beef liver along with two cups of elbow pasta and a couple of servings of dry onion soup mix.",196.3413,55.4816,7.7134,1097.94
"As a quick snack, I savored a cup of creamy lactose-free whole milk.",11.2972,7.9788,7.808000000000001,148.84
"Starting my day right, I savored a cup of human milk for breakfast.",16.949399999999997,2.5338,10.7748,172.2
"For dinner, I indulged in a serving of instant Cream of Wheat, measuring 0.75 cup, perfect for a cozy evening meal.",100.7925,14.151,1.8689999999999998,488.61
"At dinner, I savored a warm cup of cocoa mix, prepared simply with water, measuring 0.75 fl oz.",2.9686649999999997,0.23667000000000002,0.14148750000000002,14.14875
"This morning, I enjoyed a refreshing snack-size container of canned fruit cocktail in syrup for breakfast.",17.854,0.4407,0.0791,70.06
"For a quick snack, I nibbled on a quarter of a delicious thick-crust pizza loaded with meat and vegetables from my favorite fast food spot.",9.18355,3.3366999999999996,3.2116499999999997,78.995
"For lunch, I treated myself to 2 ounces of shrimp cooked with moist heat, and it was simply irresistible.",2.5839999999999996,38.726000000000006,2.89,202.3
