meal_description,carb,protein,fat,energy
Pairing my tea with 2 pieces of brioche.,55.91740000000001,13.7984,42.2884,657.58
"Okara is the star of my dish, and I am using 3 cups of it.",44.7618,12.883199999999999,6.331799999999999,278.15999999999997
"For breakfast, I enjoy a side of half tbsp refried beans.",1.16025,0.375,0.5197499999999999,10.8
Enjoying half fried corn flour patty for a light meal.  ,2.059,0.19899999999999998,0.23199999999999998,10.9
My snack includes 3 oz of dried yellow corn.,56.362635000000004,12.31524,9.049320000000002,356.3595
"For a light snack, I am enjoying half a piece of raw Jew's ear.",0.2025,0.0144,0.0012,0.75
I added 0.5 tablespoon of buffalo sauce to my dish.,0.06,0.0968,0.056799999999999996,0.88
Enjoying the rich and creamy taste of half tablespoon honey butter with my meal.,3.395,0.0371,2.3695000000000004,33.95
3 tablespoon of black bean sauce.,8.3328,3.0144,4.055999999999999,80.64
Snacking on KELLOGG'S RICE KRISPIES TREATS Squares with 2 servings.,35.42,1.496,3.96,183.48
"For dinner, I am enjoying a half cup of Bouillabaisse.",1.75,14.1625,4.35,106.25
"For dessert, I am enjoying a half tablespoon of sweetened bean paste. ",4.997999999999999,0.622,0.04699999999999999,22.6
"For lunch, I am having two slices of smoked lemon pepper flavored 97% fat-free turkey breast.",0.7336,11.703999999999999,0.3864,53.2
"For a relaxing evening, I am sipping on 3 drinks of whiskey.",0.0,0.0,0.0,436.59000000000003
I treated myself to 2 delicious banana splits.,319.186,23.912,67.52199999999999,1950.2
I like to add half a cup of farmer's cottage cheese to my salads for extra protein. ,3.3390000000000004,11.0145,10.29,150.15
Indulging in 2 bars of Baby Toddler for a quick pick-me-up.,27.451999999999998,2.1719999999999997,2.12,137.6
I have a 3 FL.OZ Hi-C Flashin' Fruit Punch made by The COCA-COLA company.,11.11111111111111,0.0,0.0,40.0
"For a snack, I am enjoying 2 cups of corn nuts.",136.534,16.15,29.715999999999998,847.4
I have 3 drinks of Irish Coffee.,14.615999999999996,1.9440000000000004,17.352000000000004,633.5999999999999
Enjoying half quart of Indian buffalo milk.,25.278399999999998,18.3,33.6232,473.36
Treating myself to 3 oz of unsweetened carob candies for a delicious snack.,47.874645,6.9315750000000005,26.671680000000002,459.27
"For a refreshing drink, I am enjoying 2 Shirley Temple.",63.765,0.0,0.0,252.0
Indulging in 3 cups of sorbet.,162.72,4.74,0.30000000000000004,660.0
Enjoying half a jigger of Tequila.,0.0,0.0,0.0,48.51
"For breakfast, I am having 3 George Weston Bakeries English muffins.",78.66,13.68,3.0780000000000003,396.72
I'll treat myself to 3 slices of shrimp toast for dinner tonight.,17.2944,12.182400000000001,22.2048,319.68
Satisfying my hunger with 3 chorizo cocktail or miniature links.,0.7889999999999999,5.79,8.43,102.30000000000001
"For dinner, I am using 2 sprigs of raw epazote.",0.29760000000000003,0.0132,0.0208,1.28
"For a snack, I am enjoying two medium single serving bags of sweet potato chips.",64.45559999999999,3.3287999999999998,36.6966,603.06
Half tablespoon of olive tapenade.,0.3336,0.0584,2.404,22.56
"For dinner, I am enjoying 3 cups of shrimp with lobster sauce.",11.988000000000001,93.129,43.5675,838.0500000000001
Savoring the flavors of 2 cups of tomato aspic.,24.152800000000003,11.713199999999999,1.1804000000000001,149.82
I am making wonton soup tonight with 2 wonton wrappers.,9.264,1.568,0.24,46.56
I love the rich flavor that 3 tablespoons of clarified butter adds to my food.,0.0,0.11760000000000001,41.781600000000005,367.92
My snack includes half a canned quail egg.,0.01845,0.58545,0.49770000000000003,7.11
Indulging in 2 clams casino for a seafood feast.,6.144,7.11,4.752,96.6
"Elevating my meal with a touch of caviar, half a tablespoon.",0.32,1.9680000000000002,1.432,21.12
"For dinner, I am having half cup of homemade Menudo soup. ",4.27775,6.398549999999999,1.9521000000000002,60.25
Enjoying a tasty half cup of strawberry drink syrup.,104.16,0.0,0.032,417.6
"For breakfast, I am having a half cup of hash without specifying the type of meat.",8.8065,8.2935,9.728000000000002,155.8
I added 3 tablespoons of lemon-butter sauce to my sautéed chicken for a zesty kick.,0.3552,0.384,35.519999999999996,322.08
Indulging in 3 oz of regular chocolate sandwich cookies with creme filling and a chocolate coating.,56.47320000000001,3.0618,22.453199999999995,409.0905
My lunch today includes 2 oz of select raw tri-tip roast beef.,0.0,11.6616,4.3392,88.705
"For dinner, I will be having a light meal with two thick slices of reduced-calorie rye bread.",25.92,5.824,1.8559999999999999,129.92
Savoring the flavors of a meal with half a fillet of Alaska pollock cooked with dry heat.,0.0,7.044,0.354,33.3
Indulging in half serving of cheese ravioli with marinara sauce for a tasty dinner.,44.5828,16.8888,12.7347,360.93
"For dinner, I am having 3 cups of chickpeas from canned reduced sodium.",120.102,43.7895,52.003499999999995,1093.35
"For dinner, I am having half a medium slice of smoked turkey with skin and bone removed.",0.0,4.102,0.7,22.68
"For lunch, I am having half vegetable sandwich wrap. ",16.186500000000002,4.521,5.453250000000001,132.0
I am enjoying half an ounce of cooked beef brain.,0.20966666666666667,1.65325,1.49175,21.391666666666666
"Lamb shoulder, arm, separable lean only, trimmed to 1/4"" fat, choice, raw, 0.5 oz.",0.0,2.8335825,0.7371000000000001,18.711000000000002
Indulging in 3 miniature sliders of turkey sandwich on white for a satisfying meal.,47.718,21.654,6.6240000000000006,340.20000000000005
Indulging in 3 pitted medjool dates as a sweet treat.,53.97839999999999,1.3032,0.10799999999999998,199.44
"For dinner, I am having 3 oz of partially defatted safflower seed meal.",41.444865,30.29481,2.032695,290.87100000000004
I'm cooking up a dish with 2 lbs of raw chicken gizzards.,0.0,159.99960000000002,18.663600000000002,851.64
Including 3 cups of raw hot chili peppers in my recipe for extra heat.,34.47,6.254999999999999,1.7999999999999998,153.0
Having a delightful 3 oz serving of chocolate chip cookies with butter.,49.49910000000001,4.847850000000001,24.154199999999996,415.04400000000004
Keeping myself energized with 2 cups of No Fear energy drink.,74.4,2.0831999999999997,0.0,307.52
I like to start my day with three scoop of nutritional powder mix.,67.524,20.298,1.4279999999999997,360.06
Indulging in a half serving of frozen cooked meat and vegetable pizza.,17.9751,8.065199999999999,10.31745,197.34
"For dinner, I am having a 0.5 roast beef shoulder pot roast cooked and braised.",0.0,123.51045,27.3429,740.05
"Lunch today includes 3 slices of BIG DADDY'S LS 16"" 51% Whole Grain Rolled Edge Turkey Pepperoni Pizza.",127.99800000000002,63.78840000000001,43.6644,1160.6399999999999
Savoring the flavor of 3 pieces of baked chicken with the skin/coating eaten.,18.207,55.462500000000006,38.301,640.05
"In my omelet, I use two egg substitute instead of regular eggs.",2.189,10.967,0.0,52.8
Lunch included 3 oz of cooked bacon.,1.1475000000000002,30.370499999999996,36.779500000000006,465.8
Enjoying a light afternoon snack with two bite-size oatmeal muffins.,8.788,1.286,3.7840000000000003,74.0
"For a filling meal, I have 2 cups of tuna noodle casserole with cream or white sauce.",69.0368,45.337599999999995,32.704,752.64
2 cups of sausage and rice with tomato-based sauce is a hearty and satisfying meal.  ,80.03199999999998,22.5944,26.7912,653.92
Treating myself to 3 Little Debbie cookies made with chocolate and rice cereal.,58.831799999999994,3.0039,17.9955,409.20000000000005
"As a snack, I have 3 oz of liverwurst. ",1.8711000000000004,11.992049999999999,24.239250000000002,277.26300000000003
I like to have 3 cups of reduced fat (2%) milk as a mid-morning snack.,35.868,24.5952,13.907999999999998,366.0
"For dinner, I am enjoying 2 cups of cooked mustard greens.",14.61,8.97,9.54,159.0
"Incorporating a small portion of junior squash baby food, half an ounce, into my meal.",0.8122275000000001,0.11481750000000002,0.028350000000000004,3.4020000000000006
"For dinner, I am having 2 oz of raw whole turkey.",0.09040000000000001,7.3224,21.99545,229.955
I like to start my day with 3 containers of yogurt with various flavors other than fruit.,50.08200000000001,25.958999999999996,7.700999999999999,372.29999999999995
"For dinner, I am having a half cup of homemade canned cabbage soup. ",7.595,2.1805000000000003,1.04125,45.325
"My go-to meal for a busy weeknight is 2 cups of brown rice with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce.",91.34720000000002,10.527999999999999,11.513599999999999,510.72
"Enjoying a meal with 3 cheeseburgers, each with double patties and regular bun, topped with condiments.",83.5605,75.51599999999999,75.237,1311.3000000000002
Enjoying a hearty meal of 3 cups of potato salad with mayonnaise-type salad dressing.,147.2625,12.127500000000001,28.792500000000004,882.75
Savoring the flavors of beef barley soup with 2 cups.,33.0304,11.6896,3.9936000000000003,216.32
I enjoy pairing half a roll of gluten-free whole grain made with tapioca starch and brown rice flour with a cup of tea. ,9.7438,2.596,2.552,72.38
A serving of 0.5 oz unheated cured pork ham.,0.007083333333333334,3.162,0.8089166666666667,20.825
"For dinner, I am having a 0.5 steak of raw choice boneless shoulder top blade steak.",0.0,23.18085,9.1707,175.56
"For a snack, I am enjoying 3 large raw bosc pears.",105.777,2.3651999999999997,0.5912999999999999,440.18999999999994
"For dinner, I am having 2 cups of bean with pork soup.",88.244,30.576,22.984,670.8
"For breakfast, I am having half a medium dosa with filling.",41.118,7.2890999999999995,5.70045,245.64
Dinner consists of 3 cups of toasted white bread.,73.57499999999999,12.149999999999999,5.4,391.5
I always keep a half an individual container of margarine-oil blend in the fridge for cooking.,0.0215,0.00425,1.49525,13.325
Enjoying 2 bars of chocolate chip granola bars as a mid-afternoon pick-me-up.,34.608,3.5039999999999996,7.824000000000001,210.24
"For breakfast, I am having a half serving vegetable and fruit juice blend with added vitamins A, C, E.",13.714500000000001,0.369,0.0123,56.58
"For dinner, I am having 2 pieces of medium thick crust pizza with beans and vegetables.",79.6192,26.2988,22.7404,625.5
"Having a snack of SKITTLES Wild Berry Bite Size Candies, 2 fun size bags.",36.304,0.076,1.7,160.8
My meal includes half a chicken thigh.,0.0,8.4315,3.7590000000000003,67.55
I enjoy half a biscuit from a fast food/restaurant as a mid-morning snack.,14.987,2.478,6.622000000000001,129.5
"For breakfast, I am having half a fl oz of reconstituted liquid concentrate Infant formula, MEAD JOHNSON, ENFAMIL, PROSOBEE with ARA and DHA.",1.1862700000000002,0.255095,0.5321,10.4855
Enjoying 3 bags of potato chips as a crunchy snack option.,360.249,47.67,235.626,3650.16
"For dessert, I am enjoying half a cup of canned red raspberries in heavy syrup.",29.9008,1.0624,0.1536,116.48
Getting energized with a half serving (4 fl oz) of FULL THROTTLE energy drink.,14.495999999999999,0.3,0.096,55.2
A refreshing drink I like to have is 3 fl oz canned carrot juice.,8.2128,0.84075,0.13274999999999998,35.400000000000006
A quick and easy dessert is a 3 tbsp banana drizzled with peanut butter and chocolate spread.,20.52,5.664000000000001,16.488,248.64
Savoring 3 oatmeal cookies with a glass of milk.,23.652000000000005,2.16,7.5600000000000005,169.56
The dish was prepared using 3 tbsp of beef tallow and cottonseed shortening.,0.0,0.0,38.400000000000006,345.6
I enjoyed three packages of cornbread dry mix for my meal.,502.485,50.61,88.20599999999999,3022.14
"For breakfast, I am having 0.5 fl oz of MEAD JOHNSON ENFAMIL Premature infant formula with iron.",1.34976,0.39519999999999994,0.5928,12.312000000000001
"During snack time, I like to have a half quart of goat milk with added vitamin D.",21.715999999999998,17.372799999999998,20.2032,336.72
"For a refreshing snack, I am enjoying half a medium carambola (starfruit).",3.0621500000000004,0.4732,0.15015,14.105
Dinner is accompanied by 3 cups of unsweetened coconut water.,31.164,1.617,0.0,132.3
A delicious addition to my meal is half a cubic inch of Challah egg bread.,0.8843,0.17575,0.11100000000000002,5.309500000000001
"For my side dish, I have 3 cups of cooked crookneck and straightneck squash with salt.",20.466,5.6160000000000005,2.1060000000000003,102.60000000000001
Dessert tonight consists of three chocolate frozen yogurt cones with waffle cones.,193.392,25.1685,27.616499999999995,1124.5500000000002
Lunch today consists of a half regular/large chicken empanada with vegetables.,19.435,4.8035,9.828,184.6
"For breakfast, I am having 2 cups of malt syrup.'",473.43199999999996,41.168,0.0,2111.52
Adding a touch of richness to my meal with a half cup of cream cheese.,6.403199999999999,7.134000000000001,39.9504,406.0
My toddler enjoyed a mix with 2 scoops of MEAD JOHNSON ENFAGROW Toddler Transitions powder. ,9.504,2.322,4.842,90.9
"I love the tangy flavor of pickled Atlantic herring, especially in a half cup serving.",6.748000000000001,9.933,12.6,183.4
I usually opt for half an egg omelet or scrambled egg with meat in the morning.,0.37125,4.76625,5.75625,72.375
Enjoying 3 family size package Salisbury steak with gravy.,161.49960000000002,166.2636,249.3954,3549.18
"For the next feeding, I will give my baby half a serving (100 ml) of MEAD JOHNSON ENFAMIL AR formula with ARA and DHA.",4.6269,0.8692,1.7489999999999997,37.63
"Indulging in half a cup of taro leaves, cooked and steamed.",2.9145,1.9720000000000002,0.29724999999999996,17.4
I like to have half cup of black bean soup as a snack.,9.521849999999999,2.9887,0.8151,56.81
"For dinner, I am having 3 cups of Japanese style pickled fresh cabbage.",43.515,4.7700000000000005,0.44999999999999996,184.5
"For a snack, I am enjoying half a cup of dried watermelon seed kernels.",8.2674,15.2982,25.5798,300.78
Quenching my thirst with 2 fl oz of reconstituted fruit flavored drink.,4.061,0.0,0.04340000000000001,15.5
I like to snack on half a drummette of grilled chicken wing.,0.0,2.5443,2.0229000000000004,29.15
Having a meal with 3 oz of raw grass-fed ground beef.,0.0,16.45845,10.788675,167.805
"Choice lamb leg, cooked and roasted, in a half-ounce serving is on the menu tonight.",0.0,3.7116666666666664,2.0428333333333333,34.28333333333333
"Tonight's dinner includes a boneless 3 oz New Zealand lamb loin, cooked fast roasted.",0.0,24.6415,3.8165000000000004,132.6
Snacking on 0.5 oz of beef baby food for a quick energy boost.,0.3444525,1.7052525,0.35721,11.48175
Starting my day with 3 cups of corn flakes flavored cereal.,101.616,5.724,1.524,450.0
Enjoying 2 cups of lowfat milk with added vitamins.,24.352999999999998,17.052,4.753,210.7
I grilled 3 links of sweet Italian sausage for dinner.  ,5.292,40.6476,21.2184,375.48
I prefer my dishes with a touch of 0.5 oz of raw veal seam fat.,0.0,1.7698625,6.1796875,62.715
"For a snack, I am enjoying 2 cups of soft pretzels from frozen, salted.",205.97639999999998,23.7846,8.9964,999.6
"For dinner, I am having a 0.5 cup of tomato beef soup with noodle.",21.17185,4.4552499999999995,4.2921,140.56
Treating myself to a half piece of chicken and vegetable turnover for a light meal.,13.8049,4.99745,3.49885,106.68
Incorporating half a raw Asian pear into my breakfast routine.,14.64375,0.6875,0.31625,57.75
Indulging in 3 packages of animal cookies with sweet frosting.  ,84.10800000000002,3.5999999999999996,28.92,610.8
Dinner consists of 2 cups of brown rice with corn and added fat.,90.3812,10.0848,10.3522,488.96
"Indulging in two cans of pasta with cream sauce, seafood, and added vegetables.",143.05499999999998,49.13,58.48,1309.0
Including 2 stalks of raw broccoli in my lunch.,18.9354,8.516399999999999,1.1174,102.68
"Having a protein-packed meal with grilled chicken, half a cup diced.",0.0,18.0495,4.86,120.825
