meal_description,carb,protein,fat,energy
"For a quick snack, I savored 113.25g of tender, boiled sweet potato seasoned with salt, complemented by a fizzy 31g fruit-flavored soft drink that energizes me with caffeine.",24.045199999999998,1.551525,0.15855000000000002,101.25999999999999
"I treated myself to a light snack of 14.175g of dry mix biscuits, perfect for satisfying my cravings.",8.98695,1.1340000000000001,2.18295,60.669000000000004
"I enjoyed a simple snack of 113.25g of cooked sweet potato, lightly salted.",20.067899999999998,1.551525,0.15855000000000002,86.07
"Dinner consisted of a tasty 25g frankfurter, which was cooked and boiled to perfection.",1.24,2.5775,6.57,74.5
"For breakfast, I had 234g of instant fortified oats prepared with boiling water.",27.3078,5.545800000000001,3.1824,159.12
I enjoyed 37.75g of raw jackfruit as part of my dinner.,8.776875,0.6492999999999999,0.2416,35.8625
"For a quick snack, I had 3.5g of ready-to-eat QUAKER Puffed Rice.",3.0723000000000003,0.24535,0.0315,13.405
"During my snack time, I enjoyed a small serving of 1.7g of instant coffee that was both pre-lightened and pre-sweetened with a low-calorie sweetener.",1.01898,0.033319999999999995,0.4947,8.652999999999999
I enjoyed a delicious 80g serving of cooked cassava as my afternoon snack.,31.695999999999998,1.136,2.424,152.8
I enjoyed a light snack of 14.2g of standard low-salt crackers.,8.661999999999999,1.0508,3.5926,71.28399999999999
"To kick off my day, I had 122.5g of chicken noodle soup, prepared with water for a hearty breakfast.",4.49575,1.029,0.67375,28.175
"Breakfast consisted of 56.25g of cooked noodles, a simple yet satisfying choice.",14.068125,2.536875,1.15875,77.0625
"For my snack, I had 56g of white wheat bread.",24.5896,5.969600000000001,1.204,133.28
"For my snack, I had 15.125g of whole-grain sorghum flour and 113g of plain whole milk yogurt.",16.8576,5.1961375,4.177675,123.22875
I prepared 242g of whole-grain sorghum flour for my lunch today.,185.46880000000002,20.4006,8.082799999999999,868.78
"For a quick snack, I grabbed 115g of ripe and slightly ripe raw bananas.",26.45,0.851,0.33349999999999996,111.55
"For a light snack, I savored 61g of rich whole goat's milk.",2.7144999999999997,2.1715999999999998,2.5254,42.09
"For dinner, I had 30g of boiled potatoes.",6.135,0.561,1.275,37.8
"During my snack time, I munched on an 11.25g wheat biscuit.",4.93875,0.84375,2.0463750000000003,40.725
"I relished a comforting dinner of 354g cooked red kidney beans, seasoned just right with salt.",80.712,30.691799999999997,1.77,449.58
"For my dinner, I enjoyed 22g of chicken wings, not specified by cooking method, complemented by 44g of perfectly cooked rice noodles.",10.6964,5.94,4.0568,104.06
"For dinner, I had 124.5g of white corn grain alongside 10g of cooked cassava.",96.41570000000002,11.8699,6.2043,473.52500000000003
"My snack today consisted of 22.875g of infant formula, made with water for a refreshing treat.",1.6401374999999998,0.44835,0.864675,16.0125
I enjoyed a comforting dinner of 80g cooked pasta along with a fizzy 139.5g fruit-flavored soft drink containing caffeine.,42.44185,4.608,0.7360000000000001,193.95499999999998
I opted for 17g of fresh raw egg yolk this morning to kick off my breakfast.,0.6103000000000001,2.6962,4.5118,54.74
"During my snack time, I enjoyed 123 grams of fat-free milk enriched with protein and essential vitamins A and D.",6.8388,4.8708,0.3075,50.43
My afternoon snack consisted of 7.5 grams of delicious honey cereal.,5.7090000000000005,0.6015,0.42825,29.1
My afternoon snack consisted of 59g of tasty raw purple passion fruit.,13.794199999999998,1.298,0.413,57.23
"Tonight's dinner included a tasty 22g serving of pan-fried chicken liver, bringing a hearty flavor to the table.",0.24420000000000003,5.671600000000001,1.4145999999999999,37.84
"I decided on a light snack today, consisting of 7.625g of low iron infant formula.",0.5261250000000001,0.10903749999999998,0.27449999999999997,5.0325
I treated myself to 61.4g of caffeine-free cola during dinner tonight.,6.4961199999999995,0.0,0.0,25.174
"For breakfast, I had 39.5g of cooked long-grain white rice.",10.289750000000002,1.14945,0.14615,48.585
"For a quick snack, I prepared 22.875g of NFS infant formula.",1.6287,0.315675,0.81435,15.0975
"During dinner, I relished 28.35g of chicken, complete with the skin, which enhanced the dish's richness.",0.028350000000000004,7.1073450000000005,3.019275,55.566
"I started my day with 48.75g of raw, unenriched medium-grain white rice for breakfast.",38.678250000000006,3.222375,0.28275,175.5
"My snack consisted of 17.4g of ABBOTT NUTRITION SIMILAC PM 60/40 infant formula powder, enjoyed in its dry form.",9.55956,1.9835999999999998,4.99554,91.17599999999999
"During my afternoon snack, I enjoyed 42.5g of creamy vanilla-flavored low-fat yogurt that was sweetened with a low-calorie sweetener.",5.865,2.0952499999999996,0.53125,36.55
"I treated myself to a light snack of 56.5g yogurt, keeping it simple without specifying the milk or flavor.",3.9776,2.96625,0.87575,35.595
My dinner tonight featured a small portion of 12g raw lentils.,7.602,2.9556,0.1272,42.24
"Tonight's dinner included a small serving of 8.8g of Mead Johnson's Enfamil Prosobee infant formula, which is packed with iron and other essential nutrients.",4.804800000000001,1.1176000000000001,2.3760000000000003,45.056000000000004
"During my snack time, I enjoyed a creamy 113g serving of flavored whole milk yogurt.",10.633299999999998,3.7289999999999996,3.503,88.14
"For breakfast, I had 7.05g of raw mature broad beans.",4.109445000000001,1.84146,0.10786500000000002,24.0405
"This morning's breakfast featured 256g of nonfat canned evaporated milk with vitamins A and D, 16.56g of chocolate malted drink mix prepared with whole milk, and 243g of fresh raw egg whites.",32.6849,46.37315625,1.47000625,340.118125
I treated myself to a snack consisting of 126g of fat-free evaporated milk drizzled with 9.2g of brown sugar.,23.32528,9.52404,0.252,133.24
"For a simple snack, I indulged in 13.6g of palm oil, which complemented my cravings perfectly.",0.0,0.0,13.6,120.22399999999999
"For dinner, I had a delicious 25.75g slice of frozen cooked thick crust pizza with meat topping.",7.9207,3.0282,2.9663999999999997,70.555
"For my snack, I had 72.5g of raw papaya, which was refreshing and sweet.",7.8445,0.34074999999999994,0.1885,31.175
"This evening, my meal consisted of 97g of delicious O'Brien potatoes prepared at home, paired with a 209g serving of vitamin C-rich fruit juice drink.",38.7274,2.5512,1.4715,174.70999999999998
"At dinner, I enjoyed 21.25g of raw shrimp cooked gently with 2.25g of vegetable oil.",0.0,4.27125,2.358375,37.9525
"For my evening meal, I savored 13.25g of fried green plantains.",6.5150250000000005,0.19875,1.5648250000000001,40.9425
"To quench my thirst for a snack, I drank 120g of plain bottled water.",0.0,0.0,0.0,0.0
I savored a 43g serving of commercially prepared fruitcake for my snack today.,26.488000000000003,1.247,3.9130000000000003,139.32
"My afternoon snack consisted of 124g of sweet cherries, perfectly preserved in a water pack.",14.5824,0.9548000000000001,0.1612,57.04
"For a light snack, I opted for 50g of pumpkin seeds to keep me energized.",7.355,14.92,24.525,287.0
I enjoyed 12g of hard candies as a sweet treat during my snack time.,11.76,0.0,0.024000000000000004,47.28
I enjoyed a light snack of 186g liquid yogurt alongside a flaky 57g chocolate croissant.,50.1246,11.1186,15.0177,373.89
I rounded off my day with a satisfying dinner of 300g boiled potatoes and 186g of sweet cherries packed in water.,83.2236,7.0422,12.9918,463.56
I had 14g of raw chicken giblets for lunch today.,0.2982,2.5046,1.2893999999999999,23.52
"For lunch, I indulged in 21.25g of cooked crayfish, farmed and prepared with moist heat for a satisfying meal.",0.0,3.7230000000000003,0.27625,18.4875
I started my day with a light breakfast featuring 7.1g of raw goat game meat.,0.0,1.4600250000000004,0.16372125,7.7253750000000005
"For a little kick in my snack, I used 1.725g of paprika on my avocado toast.",0.9313275,0.243915,0.2223525,4.8645000000000005
"For a quick snack, I opted for 21.25g of fresh coconut.",3.236375,0.7076250000000001,7.116625,75.225
"I enjoyed 85g of moist heat-cooked queen crab for lunch today, and it was absolutely delicious.",0.0,20.162,1.2834999999999999,97.75
"For breakfast, I had a delicious 46g fried whole egg.",0.3818,6.260599999999999,6.8264,90.16
I enjoyed a simple breakfast consisting of 110g of raw overripe bananas today.,22.11,0.8029999999999999,0.242,93.5
"For lunch, I savored 8.56g of delicious boiled green plantains.",2.49596875,0.09333125,0.00685,10.360625
"For my snack, I had a delightful 14g buttermilk biscuit prepared from a recipe.",6.244,0.98,2.282,49.42
"Today’s lunch featured 66.75g of green raw plantains, a perfect addition to my plate.",24.47055,0.834375,0.046725,101.46
I included 5g of cooked egg yolk with fat in my lunch today.,0.048,0.7559999999999999,1.6280000000000001,17.85
"I treated myself to 5.4g of processed cocoa powder for a quick snack, perfect for satisfying my chocolate cravings.",3.1482,0.9774,0.7074000000000001,11.88
"During my snack time, I enjoyed a small portion of 8.44g of raw fish.",0.0,1.4529375,0.1974375,7.93125
"This morning, my breakfast consisted of a comforting bowl of 174.75g fish stock soup that I made myself.",0.0,3.9493499999999995,1.415475,27.96
"For my snack, I had 21.25g of cooked milkfish prepared using dry heat.",0.0,5.593,1.8338750000000001,40.375
Today’s snack consisted of just 1g of unroasted peanuts.,0.1613,0.258,0.4924,5.67
"For breakfast, I had 206g of unsweetened coconut water.",8.7344,0.4532,0.0,37.08
I enjoyed a tasty 59g serving of dry heat-cooked eastern farmed oysters as my snack today.,4.2952,4.13,1.2508000000000001,46.61
"I treated myself to a 22.2g malt beverage for a quick snack, perfect for a little pick-me-up.",1.7871000000000004,0.04662000000000001,0.02664,8.214
I enjoyed 11.25g of fresh raw red hot chili peppers as a spicy snack.,0.9911250000000001,0.210375,0.0495,4.5
My afternoon snack featured a delicious 28.35g serving of boiled peanuts.,6.027210000000001,3.8272500000000003,6.239835,90.153
"At lunch, I savored 104g of fresh, raw cucumber with the peel still on.",3.7752,0.676,0.1144,15.6
"For breakfast, I had 42.5g of cooked whelk prepared with moist heat.",6.596,20.264,0.34,116.875
"For my snack, I had 28.35g of cooked fresh pork with separable fat.",0.0,2.00151,18.739349999999998,177.47100000000003
"I enjoyed a light snack consisting of 23.75g of frozen okra, unprepared.",1.5746250000000002,0.401375,0.059375,7.125
I enjoyed 28g of fresh raw taro leaves for my lunch today.,1.876,1.3944,0.2072,11.76
"For breakfast, I had 230g of raw avocados, enjoying their creamy texture and rich flavor.",19.619,4.6,33.718,368.0
"My lunch consisted of 28.35g of Atlantic cod, perfectly dried and salted for a delicious flavor.",0.0,17.80947,0.6718950000000001,82.215
"My snack consisted of 272g of tender yam, boiled and drained, with a dash of salt for that extra taste.",73.4128,4.0527999999999995,0.3808,310.08
"Today, I opted for 37.5g of raw yam as part of my lunch.",10.455,0.57375,0.06375000000000001,44.25
"For breakfast, I had 42.5g of roasted wild boar meat.",0.0,12.0275,1.8615000000000002,68.0
"For my snack, I had 144g of blackeyed peas, prepared from dried.",27.777599999999996,10.3392,10.08,239.04
"For lunch, I had 60g of sweet potato fries made from fresh potatoes.",11.256000000000002,1.092,5.513999999999999,97.8
I enjoyed a light lunch today featuring 21g of frozen salted pasteurized egg.,0.1743,2.3037,2.1147,28.98
"My morning treat consisted of 38g of delicious buttermilk pancakes, lovingly prepared from a recipe.",10.905999999999999,2.5839999999999996,3.5340000000000003,86.26
"I savored 55g of raw guavas this morning, adding a tropical twist to my breakfast.",7.876,1.4025,0.5225,37.4
"For my snack, I enjoyed 3g of raw basil.",0.07949999999999999,0.09449999999999999,0.0192,0.69
"For a quick snack, I opted for 7.1g of crunchy, oil-roasted peanuts sprinkled with salt.",1.0815525000000001,1.9866262500000003,3.7209375,42.454125000000005
"For my snack, I had 110g of raw common guavas and 123.75g of fresh mango.",34.289750000000005,3.81975,1.51525,149.05
"I started my day with a breakfast featuring 21.375g of cooked cowpeas, 21.75g of yellow onions that were sautéed, 60.5g of whole-grain sorghum flour, and 82.5g of skinless raw apples.",63.0412,7.1818125,4.5902375,308.34250000000003
"For my snack, I had 14g of fortified puffed rice cereal.",12.572000000000001,0.882,0.07,56.28
"For my snack, I had 28.5g of unenriched white corn flour masa.",21.82815,2.4111000000000002,1.05165,103.455
"Tonight's dinner featured a delightful 14.175g serving of sponge cake, crafted from a cherished recipe.",8.178975000000001,1.034775,0.609525,42.09975
"For my snack, I had 91g of sweetened instant lemon tea.",89.6805,0.1092,0.6642999999999999,364.91
I treated myself to a sweet snack of 196g of mangosteen packed in syrup.,35.1036,0.8036,1.1368,143.08
I enjoyed a creamy 113g serving of whole milk yogurt as my afternoon snack.,5.2658000000000005,3.9211,3.6725,68.93
"For dinner, I savored 130g of delicious custard.",14.261000000000001,6.604,4.732,126.1
I treated myself to a 4g baby toddler biscuit during my lunch break.,3.2212,0.4548,0.1188,15.8
"This morning, I refreshed myself with 177.75g of generic bottled water for breakfast.",0.0,0.0,0.0,0.0
"For dinner, I had 237g of brewed herbal tea, which was a soothing way to end my day.",0.47400000000000003,0.0,0.0,2.37
"For dinner, I had 56.7g of chestnuts.",30.028320000000004,1.79739,1.2474000000000003,138.915
I had 61g of Enfamil Enfagrow toddler formula for my dinner.,4.4286,1.0431,2.1471999999999998,40.26
"For my midday meal, I indulged in 5 grams of sugar-free candy, which was a nice sweet treat.",4.93,0.0,0.0,19.7
I treated myself to a 56.7g serving of delicious gruyere cheese during lunch.,0.20412,16.90227,18.336780000000005,234.17100000000002
"For my snack, I had 113.4g of raw, mechanically separated fresh pork variety meats and by-products.",0.0,17.04402,30.09636,344.736
My lunch consisted of a slice of toasted wheat bread weighing 56.7g.,31.621590000000005,7.348320000000001,2.42109,177.47100000000003
"For lunch, I had 56g of plain dry instant oats that were fortified.",38.9312,6.6752,3.8640000000000003,202.72
"At dinner, I enjoyed 118.5g of a delicious chocolate drink that's milk and soy-based, perfect for a comforting end to the day.",20.500500000000002,5.0007,2.00265,119.685
"For my snack today, I had 160g of raw honeydew melon alongside 161g of fresh, raw apples without skin.",35.0876,1.2987000000000002,0.4333,134.88
"I enjoyed a 34.75g portion of rising crust cheese pizza for lunch, which was deliciously cooked and ready to eat.",11.436225,4.298575,3.0510499999999996,90.35
"This afternoon, my snack included 100g of raw pearled barley, 63g of fresh fava beans in pod, and a refreshing 260g of raw turnip.",105.5449,17.2396,1.8799,480.24
"For a light snack, I had 146.25g rice, 102.75g of enriched white bread, 180g of raw orange, and finished it off with 105g of fresh pears.",227.754825,24.010575,2.9528999999999996,1047.2775
"This afternoon, I enjoyed a light snack of 52.5g raw corn.",9.8175,1.7167500000000002,0.70875,45.15
"For breakfast, I had 28.35g of unroasted peanuts and 21.26g of salted sesame sticks.",14.459917500000003,9.6319125,21.762877500000002,275.774625
"For a refreshing snack, I prepared 35g of raw lettuce paired with 5g of red wine vinegar.",1.0355,0.39749999999999996,0.049,5.8500000000000005
"For my dinner, I savored 18g of deliciously crisp raw radishes.",0.612,0.12240000000000001,0.018000000000000002,2.88
"For dinner, I had a delightful 4g piece of white chocolate candy.",2.3696,0.2348,1.2836,21.56
My snack consisted of a satisfying 180g beer and 274g of soft enriched white bread.,205.1222,33.653200000000005,4.5484,1066.54
"For lunch, I had 7.09g of romano cheese.",0.25727625,2.2538250000000004,1.9093725000000001,27.428625
"For a quick snack, I opted for 0.75g of fructose sweetener and indulged in a 78g fruit-filled pastry.",43.2834,3.6582000000000003,15.202199999999998,310.86
"During lunch, I enjoyed a light 38g serving of sponge cake that was commercially made.",23.18,2.052,1.026,110.2
"I kicked off my day with a hearty breakfast of 120g of uncooked dehydrated apples, providing a nutritious boost.",112.236,1.584,0.696,415.2
I started my day with 28.4g of wheat crackers that are low in salt for breakfast.,18.4316,2.4423999999999997,5.8504,134.332
My afternoon snack consisted of 122g of refreshing fat-free skim milk and 21g of delicious buttermilk biscuit mix.,19.482825000000002,5.885600000000001,3.3720250000000003,132.4835
"For a light snack, I savored 27g of rice bran bread slathered with 40g of delicious sugar-free jelly.",23.585,2.623,1.242,114.00999999999999
"At dinner, I enjoyed 7.525g of a cereal grain beverage, which serves as a delightful coffee substitute mixed with water.",0.09782500000000001,0.0075250000000000004,0.0030100000000000005,0.45150000000000007
"During my lunchtime, I enjoyed 28.4g of ready-to-eat puffed wheat cereals.",22.606399999999997,4.174799999999999,0.3408,103.376
"For my snack, I had 138g of raw green kiwifruit.",20.2308,1.5732,0.7176,84.18
"During my afternoon snack, I enjoyed 56g of fluffy white wheat bread slathered with 20g of rich chocolate hazelnut spread.",37.0616,7.0516000000000005,7.15,241.07999999999998
"This morning, I enjoyed a fresh 46g serving of raw quinces.",7.038,0.18400000000000002,0.046000000000000006,26.22
"I enjoyed a warm 14.175g biscuit with my dinner, which added a lovely touch to the meal.",7.6360725,0.87885,1.5635024999999998,47.911500000000004
"I rounded off my dinner with 28.35g of delicious dried European chestnuts, unpeeled.",21.917385000000003,1.8115649999999999,1.2615750000000001,106.029
"During my snack time, I added 3g of dry fructose sweetener to enhance the flavor of my yogurt.",3.0,0.0,0.0,11.04
"For dinner, I had 15.6g of dried black walnuts.",1.49448,3.7533599999999994,9.25548,96.564
"For breakfast today, I treated myself to 62g of fruit nectar, a sweet and fruity delight.",8.1344,0.0682,0.0372,31.62
I wrapped up my day with a delicious 418g vegetable and fruit juice drink that offered a boost of high vitamin C for dinner.,31.2246,0.1672,0.0418,121.22
I enjoyed a 95g serving of peaches in baby food form for my lunch today.,13.756000000000002,0.893,0.3135,61.75
"For dinner, I savored 69g of sweet, raw cherries.",11.0469,0.7314,0.138,43.47
"My snack consisted of 71g of lamb baby food, perfect for a quick bite.",0.0,10.792,3.6919999999999997,79.52
"For a quick snack, I savored 28.35g of buttermilk biscuits alongside a glass of 122g of fat-free milk.",19.7238,6.254150000000001,3.52795,136.4525
"For my lunch, I savored 71g of delicious junior baby food made from chicken.",0.0,9.94,6.816,103.66
My breakfast consisted of 232g of delicious dehydrated peaches that were sulfured and low-moisture.,192.97760000000002,11.3448,2.3896,754.0
"I kicked off my morning with 119g of dehydrated apricots, uncooked and sulfured, giving me a burst of flavor and energy.",98.6391,5.831,0.7378,380.8
I started my day with a hearty 60g serving of plain cereal at breakfast.,44.232,5.646,2.334,222.0
Today’s snack consisted of 284g of delicious frozen edible-podded peas and 38g of fresh raw onions.,23.9972,8.37,0.89,134.48
"I had a cozy snack of 35.25g of egg custard, freshly baked from a recipe.",3.8775,1.7695499999999997,1.61445,36.66
"This morning, I enjoyed a fresh 5.25g serving of raw lemons, peeled and ready to brighten up my day.",0.4893,0.05775,0.01575,1.5225
"I kicked off my morning with a 103.5g serving of frozen pizza, loaded with tasty meat and vegetable toppings.",29.787300000000002,13.07205,12.16125,280.485
"For lunch, I had 57g of homemade pasta made with egg, cooked to perfection.",13.4178,3.0096000000000003,0.9917999999999999,74.1
"For dinner, I had 192g of BBQ rotisserie chicken breast with meat and skin.",0.1728,50.6304,14.726399999999998,336.0
"For dinner, I enjoyed 42.5g of raw spiny lobster, a seafood delicacy that I always look forward to.",1.03275,8.755,0.6417499999999999,47.6
"For lunch, I savored 63.75g of cooked Australian lamb with a sprinkle of 0.4g table salt, paired with a refreshing 209.25g cola soft drink.",21.6783,6.00525,42.853125,495.2475
I kicked off my morning with 30g of flavorful Mortadella.,0.915,4.9110000000000005,7.617000000000001,93.3
I enjoyed 256g of delicious plain cooked pasta for my lunch today.,63.8208,13.184000000000001,2.688,335.36
"At dinner, I enjoyed a slice of 54.6g white bread that was commercially prepared.",26.863200000000003,5.14878,1.96014,147.42
Today’s lunch consisted of 40g of crispy wheat flakes cereal.,30.507999999999996,4.024,0.588,143.6
"This afternoon, my snack included 60g boiled potatoes and 114g turkey sausage, fresh and raw.",12.8058,22.5426,11.761199999999999,252.29999999999998
I enjoyed 506g of my homemade baked beans for lunch today.,109.44779999999999,28.032400000000003,26.059,784.3
"Dinner tonight was 165g of sweet white corn on the cob, frozen and unprepared, a delightful addition to my meal.",38.775,5.411999999999999,1.2870000000000001,161.7
"At lunch, I savored 85g of delicious pan-fried beef liver alongside 244g of dry unenriched pasta, complemented by a touch of 15g onion soup mix.",196.3413,55.4816,7.7134,1097.94
"During my snack time, I savored 244g of delicious lactose-free whole milk.",11.2972,7.9788,7.808000000000001,148.84
I savored 246g of human milk during my breakfast today.,16.949399999999997,2.5338,10.7748,172.2
"I savored 133.5g of instant Cream of Wheat for dinner, a perfect ending to my day.",100.7925,14.151,1.8689999999999998,488.61
"At dinner, I had a delightful 25.725g serving of cocoa mix made with water.",2.9686649999999997,0.23667000000000002,0.14148750000000002,14.14875
I kicked off my day with a refreshing 113g bowl of canned fruit cocktail in syrup for breakfast.,17.854,0.4407,0.0791,70.06
"For a tasty snack, I opted for 30.5g of thick crust pizza featuring an assortment of meats and vegetables from a fast food joint.",9.18355,3.3366999999999996,3.2116499999999997,78.995
"For my lunch, I savored 170g of succulent cooked shrimp that was tender and juicy.",2.5839999999999996,38.726000000000006,2.89,202.3
"For dinner, I had a delicious 70g potato pancake.",14.448,3.1289999999999996,7.56,137.2
"For lunch, I had 120g of baked French fries made from frozen potatoes.",30.66,3.3,6.5760000000000005,189.6
"I treated myself to 57g of fresh, cooked turkey sausage for dinner.",0.0,13.6173,5.950799999999999,111.72
"I enjoyed a light lunch featuring 21.5g of fresh, raw purslane.",0.72885,0.43644999999999995,0.0774,4.3
"At dinner, I spread 30g of regular cream cheese on my favorite crackers.",1.656,1.845,10.331999999999999,105.0
"At dinner, I enjoyed a small serving of 1.875g of regular sour cream paired with 20.625g of delicious sweet corn that had been boiled and drained.",4.121062499999999,0.6129374999999999,0.4515,20.2125
"At dinner, I enjoyed 56g of flavorful cured, dried beef.",1.5456,17.416,1.0864,85.68
My dinner consisted of a hearty serving of 144g cooked pink beans.,37.3536,12.1248,10.0224,283.68
"I enjoyed a 46g serving of a delicious fried pastry, reminiscent of a cookie, as my snack.",16.3208,2.7462,11.822000000000001,182.62
"For a light snack, I opted for 11.2g of instant chocolate breakfast powder, which is sugar-free.",4.592,4.009599999999999,0.5711999999999999,40.096
"I opted for 171g of cooked, boiled apples without skin for my breakfast this morning.",23.3244,0.4446,0.6155999999999999,90.63
"During my snack time, I indulged in 15g of delicious French fries, freshly fried.",2.775,0.2895,1.965,29.7
"For my snack, I prepared 22.875g of Enfamil Infant formula, mixed with bottled water.",1.688175,0.32025,0.7983375000000001,15.0975
"For breakfast, I enjoyed a delicate 6.56g serving of boiled dandelion greens, drained and sprinkled with salt.",0.42,0.13125,0.039375,2.165625
I seasoned my lunch with a tiny 1g of sun-dried hot chile peppers for some heat.,0.6986,0.1058,0.0581,3.24
"My breakfast consisted of 14g of dry unsweetened gelatin powder, which was a unique choice for the morning.",0.0,11.983999999999998,0.014000000000000002,46.9
"For lunch, I had 56.7g of raw deer game meat.",0.0,13.018320000000001,1.37214,68.04
"During my snack time, I enjoyed a creamy 245g fruit yogurt and chewed on 5g of sugar-free gum for a refreshing finish.",40.167,11.417,3.3765000000000005,231.45000000000002
"At snack time, I savored 21.26g of plain biscuit mix with a glass of 244g whole milk.",24.777625,9.6798,11.082425,239.8435
"For breakfast, I had 28.35g of homemade fondant candies.",26.41653,0.0,0.0056700000000000006,105.7455
