meal_description,carb,protein,fat,energy
"This morning, I enjoyed a refreshing breakfast that included 126g of raw banana, 154g of raw orange, and a generous 507g of bottled water.",46.88,2.8200000000000003,0.6,184.51999999999998
"As a mid-morning snack, I sipped on 360g of diet fruit-flavored soft drink to quench my thirst.",0.0,0.36,0.0,0.0
"For a quick snack, I opted for 30g of sugar cookie and complemented it with 244g of whole milk.",26.55,11.1,17.12,303.3
"For breakfast, I had a delicious 130g fruit muffin paired with 124g of 100% orange juice from a carton.",83.21000000000001,6.68,21.04,548.26
"For lunch, I had a 341g high-protein nutritional drink that was light and ready to drink.",58.96,18.35,18.35,470.58
"For a quick pick-me-up, I savored 240g of reconstituted instant coffee during my snack time.",1.51,0.24,0.0,7.2
"For a quick snack, I opted for 75g of juicy raw kiwi fruit.",10.5,0.8,0.33,43.5
"As a little pick-me-up, I enjoyed 10g of NFS candy during my snack time.",9.8,0.0,0.02,39.4
"For breakfast, I started my day with 248g of instant coffee that was pre-lightened and pre-sweetened, along with 33g of toasted whole wheat bread.",28.3,4.83,3.0300000000000002,156.55
"During my snack, I savored a fluffy 58g English muffin topped with 14g of creamy margarine.",27.75,5.42,9.41,215.56
"This morning's breakfast consisted of 47g of a plain gordita shell, a 126g raw banana, a 50g whole cooked egg, and I drank 507g of unsweetened bottled water.",46.35000000000001,9.33,14.75,342.05
"I enjoyed 163g of deliciously cooked white rice for lunch, a simple yet fulfilling choice.",45.62,4.35,0.46,210.27
"For dinner, I had 57g of a beef frankfurter topped with 17g of ketchup.",6.390000000000001,7.199999999999999,16.82,205.83999999999997
"For a quick snack, I savored a 30g brownie cookie, simple yet satisfying without any icing.",19.17,1.44,4.89,121.5
I treated myself to a snack of 31g Gatorade sports drink paired with 240g of unsweetened bottled water.,1.99,0.0,0.0,8.06
"My breakfast consisted of a hearty 480g brewed coffee, perfectly finished with 15g of half and half cream to make it just right.",0.64,1.0499999999999998,1.82,24.45
"During dinner, I indulged in a 165g double cheeseburger from McDonald's paired with a delicious 255g soft serve vanilla ice cream cone in a waffle cone.",112.96000000000001,39.45,38.86,957.45
"Today’s breakfast was a refreshing 113g of nonfat yogurt, brimming with fruity goodness.",16.97,5.75,0.19,93.79
Enjoying a chilled 372g cream soda made for a unique breakfast this morning.,49.48,0.0,0.0,189.72
"For a hearty breakfast, I had 54g of a breakfast tart along with a generous serving of 244g reduced fat (2%) milk.",50.769999999999996,10.34,9.51,329.9
"I started my day with a hearty breakfast that included 244g of reduced-fat milk, a sweet 130g low-fat fruit muffin, and a zesty 124g serving of 100% orange juice with added calcium.",91.01,14.51,10.28,511.78
"For dinner tonight, I savored a 102g frankfurter or hot dog sandwich with chicken and turkey on a white bun, along with 360g of bottled water and 17g of ketchup for dipping.",29.5,11.91,12.16,276.25
"For my snack, I had 360g of unsweetened bottled water accompanied by 28g of sour cream and onion flavored ruffled potato chips.",15.66,1.82,8.7,136.36
"For my breakfast, I had a generous portion of 113g unsweetened applesauce that was both healthy and delicious.",12.74,0.19,0.11,47.46
"For my lunch, I had a tasty 90g hamburger from the cafeteria at school.",23.55,16.17,6.63,221.4
"My afternoon snack consisted of 28g of plain snack mix, perfect for a quick bite.",21.19,2.47,2.8,119.84
I savored a sweet 180g raw pear for my mid-morning snack.,27.41,0.65,0.25,102.6
"During my lunch break, I snacked on 28.35g of delicious salted almonds.",5.72,5.71,15.15,170.38
Today’s snack consisted of 110g of chocolate pudding that was ready to eat and sugar-free.,11.56,3.84,2.22,81.4
"During my lunch, I enjoyed a satisfying 200g Quarter Pounder with cheese from McDonald's, complemented by a refreshing 507g of unsweetened bottled water.",39.44,30.42,28.8,538.0
"At dinner, my meal consisted of a cool 50g popsicle, a comforting 233g serving of noodle soup, and a tender 70g chicken thigh that I enjoyed without the skin.",30.990000000000002,20.66,12.350000000000001,318.11
"This morning, I enjoyed a refreshing 124g of orange juice, paired with a crispy 134g serving of fried beef steak.",27.32,29.25,15.950000000000001,367.82000000000005
"For breakfast, I had a 40g Milk 'n Cereal bar.",28.82,2.59,4.39,165.2
My afternoon snack consisted of a cool 50g popsicle and a lovely 60g yeast doughnut.,38.38,3.68,13.739999999999998,292.1
I treated myself to a snack of 15g graham crackers and a glass of 124g of pure apple juice.,25.66,1.12,1.75,121.53999999999999
"At breakfast today, I enjoyed a cozy 240g serving of hot chai tea with milk and a scrumptious 45g biscuit baked from scratch.",41.510000000000005,6.82,9.31,274.35
"For lunch, I had 744g of cola soft drink paired with 21g of Monterey cheese.",77.22,5.14,8.22,390.81
"For my snack, I had 90g of regular applesauce.",15.74,0.14,0.15,61.2
"During my snack time, I enjoyed a crisp 165g raw apple along with a handful of 146g honey-roasted peanuts.",66.62,30.65,66.34,920.92
"During my snack time, I enjoyed a sweet 66g cinnamon bun with frosting paired with a fizzy 372g pepper soft drink.",70.62,2.94,18.49,454.56
"For my snack, I had 372g of refreshing cola, 28.35g of part-skim mozzarella cheese, and a crisp 200g raw apple.",67.42,7.24,7.05,344.72
"For my snack, I had 28g of plain, ready-to-eat packaged popcorn.",17.15,2.85,6.51,134.96
"For a mid-morning snack, I sipped on 248g of 100% orange juice with calcium in a carton.",27.95,1.69,0.3,116.56
"For dinner, I savored a 165g cheeseburger served on a white bun, enhanced with 17g of ketchup for a tangy touch.",35.379999999999995,29.75,26.77,507.22
My snack today included a zesty 85g clementine complemented by a soft and sweet 90g cinnamon bun with frosting.,55.08,4.6899999999999995,24.21,451.85
"For a quick snack, I sipped on 240g of tap water while savoring a sweetened macchiato that weighed 62g.",4.28,0.7,0.47,23.56
"For breakfast today, I savored a sweet 154g orange and 248g of 100% orange juice, conveniently packaged and fortified with calcium.",46.05,3.1399999999999997,0.48,188.94
"I enjoyed a hearty dinner featuring a fried, lean pork chop weighing 80g, alongside a generous serving of 170g kidney beans with brown rice.",51.919999999999995,30.060000000000002,16.740000000000002,478.6
"During my snack time, I enjoyed a juicy 200g apple along with a zesty 154g orange.",45.72,1.97,0.52,176.38
I opted for a simple breakfast today with a 126g raw banana.,28.78,1.37,0.42,112.14
"For breakfast today, I savored a 55g scrambled egg, lightly cooked in margarine.",0.4,6.45,7.21,94.05
"For a casual snack, I indulged in 1200g of beer.",42.6,5.52,0.0,516.0
I started my day with a 75g icing-covered cake doughnut and washed it down with 244g of refreshing whole milk.,49.81,11.19,25.2,469.65
My lunch included a handful of 10g of hard pretzels with a sprinkle of salt.,8.04,1.0,0.29,38.4
"This morning, I enjoyed a hearty breakfast with 372g of iced green tea, a crispy 55g fried egg from fast food, and 35g of juicy pork sausage. I added a touch of sweetness with 20g of jelly, complemented by 21g of Cheddar cheese and a warm 42g croissant.",57.67,21.29,34.78,628.64
"During my snack time, I treated myself to a 620g soft drink with a peppery twist.",64.23,0.0,1.55,260.4
"For dinner, I had 57g of nacho cheese-flavored Doritos tortilla chips.",34.66,4.2,15.63,295.83
"I enjoyed 162g of beef mixed with vegetables like carrots and broccoli for dinner, complemented by a side of 158g cooked rice.",49.08,22.7,11.34,391.74
"My snack consisted of 28g of cheese-flavored corn snacks, the classic Cheetos that always hit the spot.",14.99,1.64,10.08,156.8
"For my snack, I had 620g of Gatorade G sports drink.",39.87,0.0,0.0,161.2
I treated myself to a 142-gram soft taco with chicken and beans for lunch today.,30.23,12.52,9.91,258.44
"Lunch today was a satisfying 230g fajita, combining succulent meat with a variety of fresh vegetables.",33.88,23.83,16.31,379.5
"I enjoyed a satisfying dinner featuring 250g of whole grain pasta with a rich cream sauce, succulent poultry, and a mix of added vegetables from my favorite restaurant.",38.08,14.98,31.1,475.0
"This morning, my breakfast included 25g of crispy toasted white bread, 240g of refreshing unsweetened bottled water, and a creamy 150g serving of raw avocado.",26.32,5.59,22.97,314.25
"For my snack, I had 524g of bottled iced green tea.",32.49,0.0,1.15,141.48
"At lunch, I refreshed myself with 600g of bottled unsweetened water while munching on 120g of crunchy raw carrots.",11.5,1.12,0.29,49.2
"For dinner, I had 250g of my homemade pasta with cream sauce and seafood, which was absolutely delightful.",83.57,30.96,33.870000000000005,767.5
"During my lunch break, I enjoyed 170g of frozen pancakes and sausage paired with 20g of syrup for that sweet touch.",60.99,15.06,23.36,512.0
My snack today consisted of a tasty 10.5g chocolate chip cookie.,6.86,0.54,2.6,51.66
"During my snack time, I enjoyed 85g of buttery microwave popcorn paired with a delightful 8.5g MILKY WAY Bar.",53.64,7.7299999999999995,27.87,496.06
"I started my day with a 252g ready-to-drink nutritional shake, Ensure, for a nutritious breakfast.",42.54,9.58,6.38,264.6
"For my lunch, I savored a 102g frankfurter sandwich on a soft white bun, complemented by a 620g cola for a perfect pairing.",88.52000000000001,11.41,20.11,574.56
"For dinner, I had 620g of cola soft drink alongside 320g of thin crust frozen pizza topped with various meats other than pepperoni.",150.57,39.49,40.269999999999996,1114.8
"For lunch, I had 250g of ready-to-heat pasta with cream sauce, meat, and added vegetables.",41.35,15.18,20.55,412.5
"This morning, I enjoyed a scrumptious 117g sausage on a biscuit, complemented by 20g of sweet jelly.",49.080000000000005,11.34,28.57,487.27
"During my snack time, I enjoyed 126g of a delicious raw banana along with 28g of crispy plain potato chips.",43.85,3.16,9.93,261.1
"For dinner, I had 96g of Veal Marsala paired with 180g of red table wine.",10.96,16.12,8.22,318.12
My breakfast featured 372g of a delicious caffeine-free fruit-flavored soft drink alongside a vibrant 140g raw nectarine.,50.57,1.67,0.46,203.4
"For lunch, I indulged in a 92g peanut butter sandwich, made with rich regular peanut butter slathered on fresh white bread.",36.65,12.86,18.5,353.28
"For a light snack, I had 240g of tap water complemented by a zesty 154g orange.",18.1,1.45,0.18,72.38
"For my snack, I had 240g of brewed coffee along with another 240g of unsweetened bottled water.",0.0,0.29,0.05,2.4
"For lunch, I had a delicious 56g peanut butter and jelly sandwich made with regular peanut butter and jelly on white bread.",25.32,6.45,9.26,203.28
"For my snack, I had 150g of frozen fruit mixture.",16.65,1.05,0.32,66.0
I enjoyed a delicious 250g portion of my favorite home recipe lasagna with meat for lunch.,32.75,34.08,27.28,515.0
My breakfast today featured 113g of refreshing low-fat yogurt with a mix of fruit.,16.34,5.27,1.55,100.57
"My snack was quite simple, featuring 240g of tap water and a delightful 36g Clif Kids Organic Zbar.",26.9,2.0,3.5,149.76
"For breakfast, I had a 56g peanut butter and jelly sandwich made with reduced fat peanut butter, regular jelly, and wheat bread.",26.33,7.58,6.64,188.72
I sipped on 480g of light beer during my lunch.,7.87,1.15,0.0,139.2
"For my snack, I had 55g of fried chicken wings coated from fast food, paired with 9g of taco sauce, and 85g of fried chicken drumsticks with the skin eaten, also from a restaurant.",18.53,24.93,27.65,422.89
"At lunchtime, I treated myself to 250g of pasta made with a rich tomato sauce and meat, along with 240g of cold bottled water.",47.88,14.65,6.45,307.5
"For my snack, I had a crisp 200g raw apple, accompanied by 240g of refreshing unsweetened bottled water and a light 28g serving of plain potato chips.",42.69,2.31,9.85,252.96
"For lunch, I had a delicious 200g serving of vegetable curry with rice.",32.86,4.04,6.5,204.0
I treated myself to a comforting 200g lentil curry with rice for dinner.,37.14,6.54,6.96,234.0
"For my snack, I had a delicious 95g prepackaged vanilla ice cream cone.",32.66,4.95,20.79,336.3
I enjoyed a refreshing 155g serving of raw cantaloupe for my snack.,12.65,1.27,0.28,52.7
I enjoyed an 86g serving of thin crust cheese pizza for dinner tonight.,26.83,11.05,12.0,259.72
"For breakfast, I had 372g of 100% orange juice and a 105g multigrain bagel.",94.25999999999999,13.24,2.06,444.78
"My afternoon snack consisted of a steaming 600g cup of brewed coffee, enhanced with a touch of 1g sucralose powder.",0.91,0.72,0.12,9.36
"During my lunch break, I enjoyed 252g of orange chicken paired with a refreshing 244g glass of reduced fat (2%) milk.",68.58,44.61,36.589999999999996,782.24
"For dinner, I had 244g of reduced-fat (2%) milk alongside a 92g peanut butter sandwich on white bread.",48.629999999999995,21.03,23.14,475.28
"For lunch, I had 209g of 100% apple juice and a delicious 112g peanut butter and jelly sandwich made with regular peanut butter and jelly on wheat bread.",72.0,14.280000000000001,19.009999999999998,498.21999999999997
Dinner consisted of a satisfying 244g of chicken or turkey paired perfectly with dumplings.,19.4,38.16,13.4,351.36
"For dinner tonight, I savored 230g of cheesy macaroni made using a packaged mix.",50.99,10.67,18.33,409.4
"For a quick snack, I had a delicious 248g iced cafe mocha coffee to recharge.",22.2,3.92,2.26,124.0
"For lunch, I had 254g of chili con carne made with chicken and beans, along with 15g of half and half cream to add some richness. I also enjoyed 170g of Greek yogurt for a creamy side, and I washed it all down with 240g of brewed coffee.",36.96,36.839999999999996,8.860000000000001,368.01
"Today for my snack, I had a hydrating 240g of bottled baby water alongside 155g of perfectly cooked Brussels sprouts, which were free from any added fats.",12.86,5.63,0.6,65.1
"For my snack, I had a delicious 9g SNICKERS Bar.",5.54,0.68,2.15,44.19
I enjoyed a light snack of 45g Ritz butter crackers this afternoon.,27.58,2.99,11.89,229.5
"For my snack, I had 372g of caffeine-free fruit-flavored soft drink.",37.72,0.19,0.07,148.8
"For a quick snack, I had a 10g serving of Kit Kat to satisfy my sweet tooth.",6.46,0.65,2.6,51.8
I treated myself to a 360g serving of diet cola for my snack.,1.04,0.4,0.11,7.2
"For my breakfast today, I savored 20g of turkey or chicken sausage alongside 40g of crispy toasted whole wheat bread, a 55g fried egg, 148g of instant grits made with just water, and 244g of low-fat (1%) milk to drink.",56.06,24.72,15.610000000000001,454.77
"During my snack time, I enjoyed 240g of tap water alongside a 40g cereal bar filled with fruits and nuts, complemented by a chilled 240g iced coffee.",17.72,5.7,12.81,197.20000000000002
"For lunch, I had a delicious 58g English muffin topped with 21g of American cheese, alongside a fluffy 55g egg omelet, 20g of jelly, and crispy 12g pork bacon.",42.040000000000006,19.07,18.04,406.68999999999994
"This snack included 65g of flavorful grilled chicken drumstick, 186g of Capri Sun fruit juice, a thirst-quenching 507g of bottled unsweetened water, and a sweet 190g banana pudding to finish it off.",76.42,17.23,14.77,498.94
"During lunch, I munched on 28g of reduced-fat potato chips while relishing a substantial 260g turkey submarine sandwich packed with cheese, lettuce, tomato, and a tasty spread.",77.09,25.68,11.78,517.16
"For my snack, I had 240g of unsweetened bottled water and 244g of unsweetened almond milk.",3.2,0.98,2.34,36.6
My afternoon snack consisted of a fizzy 372g fruit-flavored cola and a delightful 30g butter cookie.,58.739999999999995,1.6,6.79,295.44
"For breakfast, I had a 256g ready-to-drink Boost nutritional shake.",44.29,10.8,4.33,258.56
"For a quick snack, I opted for 372g of a fruity, caffeine-free soft drink and 57g of crunchy barbecue-flavored potato chips.",69.59,3.9,17.77,426.39
I treated myself to a delightful 240g serving of chocolate ice cream as my afternoon snack.,67.68,9.12,26.4,518.4
"I started my day with a hearty breakfast of 120g grilled chicken breast without any sauce, complemented by 140g of nutritious, cooked green beans in reduced sodium.",6.05,37.11,7.18,242.0
I started my day with a hearty breakfast featuring 113g of Cheddar cheese.,2.76,26.33,38.42,461.04
My breakfast consisted of a refreshing 496g Monster energy drink that really energized me.,55.95,2.33,0.0,233.12
"This afternoon, my snack consisted of 85g of warm, butter-flavored microwave popcorn.",47.59,7.39,26.41,457.3
"This morning, my breakfast consisted of a delicious 54g breakfast tart paired with a 126g raw banana.",67.57,3.54,5.29,320.04
"During my lunch break, I enjoyed a hearty 532g bowl of chicken noodle soup with reduced sodium paired with a 360g diet fruit-flavored soft drink.",20.43,17.86,7.13,218.12
"For my snack, I had a 126g raw banana and a 165g raw apple.",51.57,1.8,0.7,197.94
"During my lunch break, I enjoyed a satisfying 68g Nutrition bar, specifically a Clif Bar.",44.5,10.0,4.0,235.28
"During my snack time, I enjoyed a delightful 57g serving of ready-to-eat cheese popcorn paired with 372g of refreshing caffeine-free fruit soda.",67.13,5.49,18.990000000000002,448.62
"During my snack time, I indulged in a cool 50g freezer pop.",9.62,0.0,0.12,39.5
My snack consisted of a delicious 35g granola bar with yogurt coating from General Mills and a crunchy 20g serving of flavored potato chips.,37.01,2.92,11.01,256.45000000000005
"For my snack, I indulged in 57g of other flavored potato chips.",31.87,3.71,17.7,277.59
My snack consisted of a cozy 480g brewed coffee paired with 30.5g of creamy reduced fat milk.,1.5,1.6,0.6799999999999999,20.05
"For dinner, I opted for a 92g peanut butter sandwich, using regular peanut butter spread on whole wheat bread.",34.39,14.04,18.74,349.6
"During my lunch break, I enjoyed 244g of 2% reduced fat milk alongside 147g of cheesy pizza with a medium crust, complemented by 28g of Cool Ranch tortilla chips.",74.52,30.24,23.03,621.1
"For lunch, I had 150g of raw grapes and a refreshing 240g of tap water.",27.15,1.08,0.24,103.5
"For breakfast today, I enjoyed 33 grams of deliciously toasted whole wheat bread.",15.63,4.46,1.29,92.07
"For lunch, I treated myself to a 140g fried chicken sandwich, complemented by 145g of fast food french fries and a generous 512g of caffeine-free fruit soda.",150.48000000000002,22.27,40.300000000000004,1050.6
"My breakfast spread featured a 45g biscuit, 35g of tasty pork sausage, and a refreshing 124g of 100% orange juice to kickstart my day.",34.08,10.52,18.199999999999996,341.01
"My breakfast consisted of 35g sausage, a 360g caffeine-free diet fruit soda, 21g of melted American cheese, an English muffin weighing 58g, and a fluffy 55g egg omelet from a fast food outlet.",28.35,21.810000000000002,23.82,414.93
"At lunch today, I savored a 482g burrito with meat, beans, and rice, paired with a 372g serving of cola soft drink.",123.37,50.61,53.08,1173.26
"Today, my snack consisted of 248g of a ready-to-drink nutritional shake.",41.86,9.42,6.27,260.4
I started my day with a 256g Boost nutritional shake and a wholesome 180g wheat bran muffin for breakfast.,114.44999999999999,22.03,14.81,645.56
I kicked off my day with 240g of freshly brewed coffee for breakfast.,0.0,0.29,0.05,2.4
I decided to treat myself to 620 grams of root beer for my snack today.,65.72,0.0,0.0,254.2
"During my lunch, I enjoyed 38g cookie, 262g nachos with meat and cheese, 28g of onion-flavored rings, paired with a refreshing 620g Powerade sports drink.",144.07,38.870000000000005,42.84,1114.9
"For my snack, I sipped on 180g of white table wine.",4.68,0.13,0.0,147.6
I munched on 85g of plain microwave popcorn while watching my favorite show.,47.59,7.39,26.41,457.3
"For my snack, I treated myself to a delicious 75g vanilla ice cream sandwich.",26.91,3.21,8.85,198.0
"For my breakfast today, I started with a 43g breakfast bar, paired it with 15g of liquid sugar-free flavored coffee creamer, and savored 360g of brewed coffee, along with a hearty 159g egg, cheese, and sausage on an English muffin.",60.39,23.71,32.59,630.6700000000001
"For my snack, I had 240g of tap water alongside a delicious 30g chocolate chip cookie.",19.61,1.53,7.42,147.6
"I had a delicious 92g chicken fillet sandwich from the school cafeteria for dinner, along with a 200g raw apple for a healthy touch.",55.040000000000006,13.969999999999999,7.76,334.91999999999996
I kicked off my breakfast with a 360g can of sugar-free Red Bull energy drink to give me a boost.,2.52,0.9,0.29,18.0
I enjoyed a light snack consisting of 28g of plain potato chips and 28.35g of part-skim mozzarella cheese.,16.330000000000002,8.51,15.29,233.44
"During snack time, I enjoyed a crisp 200g raw apple, a soothing 360g cup of decaffeinated hot green tea, and some refreshing 200g raw cucumber slices.",34.88,1.82,0.56,134.0
"For breakfast, I enjoyed 620g of soft drink cola alongside a 290g Whopper with cheese, which was quite satisfying.",115.65,39.7,47.37,1037.6
"Today’s snack consisted of a sweet 37g snack cake, not chocolate, but beautifully topped with icing.",23.69,1.28,4.27,138.38
"My breakfast consisted of a delightful 65g doughnut, the cake type with a generous sprinkle of powdered sugar.",33.23,3.18,14.96,280.15
"I started my day with a warm 240g cup of reconstituted instant coffee, complemented by 30g of sugar-free flavored liquid coffee creamer.",4.24,0.48,1.05,28.5
"This afternoon, I snacked on a sweet 150g peach, perfectly ripe and raw.",15.15,1.36,0.4,63.0
"My dinner included a satisfying 260g of baked beans, 21g of American cheese, and a flavorful 57g beef frankfurter.",59.669999999999995,22.15,23.950000000000003,526.14
"For lunch, I treated myself to 372g of a zesty pepper soft drink and a 57g turkey frankfurter.",40.83,7.34,11.299999999999999,290.19
"During my snack time, I treated myself to 250g of chocolate ice cream, complemented by 507g of unsweetened bottled water to stay hydrated.",85.98,9.82,29.4,622.5
"Today for lunch, I enjoyed a steaming 240g cup of brewed coffee paired with a creamy 226g chicken or turkey salad made with mayonnaise.",6.33,31.86,42.449999999999996,533.5
"For a quick snack, I indulged in 3g of salted hard pretzels alongside a delightful 30g of candy.",31.81,0.3,0.15,129.72
"For a quick bite, I opted for 85g of flavored Fritos corn chips.",48.43,5.22,28.21,455.6
"For breakfast, I had a delicious 150g low-fat yogurt parfait with fruit, complemented by a sprinkle of 3.5g of granulated sugar, and enjoyed it alongside 480g coffee with 30g of half and half.",28.57,6.460000000000001,4.98,178.77999999999997
"For dinner, I had 185g of lentils with added fat and 172g of white rice cooked with other vegetables and fat.",73.55,19.46,16.84,516.81
I treated myself to a tasty 61g serving of baked corn pone for a quick snack.,24.2,2.13,2.63,130.54
I started my day with a warm 57g croissant and enjoyed it alongside 244g of refreshing reduced-fat milk.,38.09,12.84,16.61,353.41999999999996
"At lunch today, I had a mix of 125g of raw tomatoes, a hearty 151g fried fish sandwich with cheese, 145g of golden french fries from a fast-food joint, washed down with 240g of bottled unsweetened water, and a small serving of 14g tartar sauce for dipping.",101.10000000000001,29.310000000000002,40.540000000000006,889.49
