meal_description,carb,protein,fat,energy
I love starting my day with 40g of PEDAL PEDAL PEACH FRUIT & VEGGIES ON THE GO.,6.890000000000001,0.44400000000000006,0.0,31.200000000000003
Tasting the savory 35.0g PELLA CANNED BEEF WITH BROTH.,0.0,6.874,2.1875,50.05
"Snacking on PESCATO, 15.0g in size.",0.0,0.0,0.0,0.0
Lunch includes 110g PLM MM GRAIN BLUE OATS QNOA.,19.558000000000003,2.4420000000000006,0.6160000000000001,85.80000000000001
Savoring a 120g serving of ground pork.,0.0,21.432,23.568,310.8
Enjoying a quick 50g of POST PEBBLES SHAKE UPS! CEREAL SNACK MIX.,44.645,1.785,1.785,196.5
Enjoying 85.0g of POWER UP JAVA BLEND.,45.3305,8.5,25.5,425.0
"For dinner, I am having 20g Polar Bird Squid Calmar.",0.546,3.2720000000000002,0.18200000000000002,20.0
"For breakfast, I am having 20g QUARK PINEAPPLE.",1.294,1.6480000000000001,0.0,9.4
"For a snack, I am enjoying 120g of READY PAC FOODS, READY SNAX, BROWNIE BITE DELIGHT.",57.395999999999994,2.6039999999999996,11.735999999999999,351.59999999999997
Indulging in 30g of RED ROCK PISTACHIO ORCHARDS.,9.525,6.348,13.758,180.0
Savoring the unique flavor of 30g RHODIOLA & HAWAIIAN RED SALT.,16.551,3.102,10.344,124.19999999999999
I enjoy a 15g serving of almond jelly from RICHIN.,2.625,0.0,0.0,10.5
Indulging in 20g of ROBERTS FERRY NUT CO Angelic Blend Almonds & Pecans for a quick energy boost.,15.0,0.714,3.2140000000000004,92.80000000000001
"For a quick lunch, I'm having 95.0g of round messy semita.",49.9985,4.997,15.000499999999999,375.25
Treating myself to 120g of Royal Mini Burma Pistachio pistachio rolls and mini baklava pistachio.,76.872,3.7439999999999998,33.744,517.1999999999999
Treating myself to 70g of roast beef spread as a tasty treat.,2.6109999999999998,10.688999999999998,11.396,156.1
"For a quick pick-me-up, I like to have 90g of Santa Leaves.",0.0,0.0,0.0,0.0
I like to pair my wine with 50g Santa Marta Meseta cheese.,0.0,14.285,19.645,232.0
"For breakfast, I am having 90g sausage & egg scramble with cauliflower grits.",6.84,7.182,5.13,95.4
"Treating myself to a delightful 45g of SEVILLE ORANGE DEFEND COLD PRESSED WATERMELON BLEND, Seville orange goodness.",2.664,0.25200000000000006,0.12600000000000003,11.25
40g SHAMI KABAB GROUND CHICKEN PATTIES is my lunch option today.,3.944,5.632000000000001,2.8160000000000003,67.60000000000001
"My favorite pizza choice is the Showdown Thin Crust Loaded Pizza with 120g of Italian Sausage, diced mushrooms, caramelized onions, and mozzarella cheese.",18.9,12.288,13.223999999999998,246.0
105.0g shredded dough kataifi is my go-to sweet treat. ,54.7785,4.5675,0.0,274.05
I like to unwind with a 75g SILLARIAN plum extract tea in the evening.,41.25,0.0,4.875,168.75
I can't resist 105g of SPOOKY SPIDER COLLECTION as a midnight snack.,47.418,3.3915,37.254,575.4
Snacking on 50g SPORT BALL FLAVORED EGGS.,44.445,0.0,0.0,166.5
"For a fun snack, I am enjoying 80g SPRINKLE TEST TUBE SET.",80.0,0.0,0.0,300.0
"85g of steak, chicken, fries with all-purpose sauce is my go-to meal.  ",28.330499999999997,0.0,0.0,118.14999999999999
I like to have a small treat of 120g SUGAR FREE OPERA.,34.284,4.284,17.148,556.8
I like to unwind in the evening with a 115g SUPER CHAI FUEL DRINK.,4.209,3.8869999999999996,2.921,62.099999999999994
Snacking on SUPER CHIPS with a serving size of 65.0g.,42.490500000000004,6.89,9.184500000000002,275.6
Savoring the flavors of 20g SUPER FRITA CUBANA with Caribbean brand sauce.,3.186,2.8320000000000003,4.424,62.0
"For a sweet treat, I have 60g of SWEET'N PURE eucalyptus candy.",53.333999999999996,0.0,0.0,133.2
Savoring the flavor of 110g of Scotch.,0.0,0.0,0.0,254.10000000000002
Enjoy the festive spirit with 25.0g seasonal item.,3.25,3.75,3.25,57.5
Delighting in a sweet treat with 85.0g of Senor Rico Gelatin 12pk3.5oz.,4.27125,0.85,0.0,21.25
105.0g Simply Org w Mang Jc 1 52OZA PL BT,0.0,0.0,0.0,0.0
My favorite recipe calls for 115g of bay leaf as a key ingredient.,86.21549999999999,8.7515,9.613999999999999,359.95
I am enjoying a 60g serving of steak tartare.,0.20400000000000001,10.469999999999999,9.36,129.6
Starting the day with a nutritious smoothie containing 40g of blanched Stinging Nettles.,2.9960000000000004,1.084,0.044000000000000004,16.8
A quick and easy meal option is 45.0g of Superfresh Tuna Poke.,0.0135,11.479500000000002,0.036000000000000004,45.9
Enjoying 10g of Surasang Octopus Dumpling Mild for a tasty snack.,1.907,0.867,0.8,17.8
Lunch today consists of 50g Surasang Seafood Pancake with Vegetable.,6.665,6.665,4.165,91.0
Having 25.0g of TORRIDO SANTA FE GRANDE PEPPERS for a light meal.,0.0,0.0,0.0,4.5
My salad is not complete without a sprinkle of 45.0g of TRECHAS spicy powder with real lime for an extra burst of flavor.,37.4985,0.0,0.0,0.0
Indulging in a 65g tart for a treat.,27.69,1.9500000000000002,10.465000000000002,205.4
Savoring the flavor of 35g of Caramelised Almonds with Gingerbread from The Nut Baron Confectionery.,17.36,3.9199999999999995,11.2,189.0
Enjoying a 60g Turkey Pretzel Dog WG for a quick snack.,16.458,5.838,5.31,138.0
Starting my day with a boost from 75.0g ULTRA PERFORMANCE FOOD RELEASE.,0.0,0.0,0.0,0.0
Indulging in 15.0g ULTRA TRIAL MIX for a satisfying afternoon snack.,9.4995,1.0005,3.0,64.95
25.0g of uncooked fresh caught is my go-to snack.,0.0,4.2025,0.3325,20.0
Delighting in a 30g vanilla colliders dessert with delicious Kit Kat crumbles.,8.181,0.606,3.3329999999999997,66.6
Starting my day with 45.0g VIRGIN DISTILLED BOTANICALS for a boost of energy.,0.0,0.09000000000000001,0.0,0.45
"Enjoying a small portion of WAGYU FM TIPS, 15g.",0.0,3.081,1.875,28.2
"105g of white corn, red peppers & edamame in a coconut miso sauce is my go-to meal.",17.6505,3.717,1.3965,92.4
I like to have 115g of WHOLE FOOD FARMACY FRUIT DELICIOUS as a refreshing treat.,86.25,4.105499999999999,0.0,369.15
"For dinner, I am enjoying 95g of WILD RICE LUMBERJACK soup.",64.2295,9.366999999999999,1.3395,307.8
Indulging in a refreshing glass of 110g WILLARD WATER DARK XXX CONCENTRATE.,0.0,0.0,0.0,0.0
Savoring 120g of Paradise Punch Candy - a delightful snack. ,108.0,0.0,0.0,420.0
"For dinner, I am having 20g raw Yautia (tannier).",4.726,0.292,0.08000000000000002,19.6
"Lunch includes 10.0g of BACN,HRI,DBLSMK,GM.",0.0,2.6670000000000003,4.667000000000001,53.300000000000004
My omelette recipe calls for 25.0g of 100% EGG WHITES.,0.5425,2.7175,0.0,13.5
"For breakfast, I am enjoying 115g of cinnamon granola from Wholesome Choice.",61.60549999999999,8.210999999999999,16.4335,451.95
"In the afternoon, I like to have 40g of reishi mushroom and cacao bubbly probiotic super-tea.",1.52,0.0,0.0,6.800000000000001
Starting my day with a glass of 110g AGUA FRESCA PINA COLADA FRUIT JUICE DRINK.,6.1930000000000005,0.0,0.15400000000000003,25.3
"Having a 105g serving of AHOLD flavored seltzer water, the perfect way to quench my thirst with a hint of strawberry & blueberry.",0.0,0.0,0.0,0.0
My dessert includes 25.0g of ALL NATURAL DATE SUGAR POWDER for a hint of sweetness.,16.875,1.25,3.125,91.25
ALL NATURAL POTATO CHIPS in 70.0g serving size is my go-to crunchy snack.,37.498999999999995,4.997999999999999,24.997,375.2
"For my afternoon pick-me-up, I grabbed 20g of almond coconut grain-free clusters.",6.0,2.6660000000000004,9.334000000000001,113.4
"For breakfast, I enjoy 65g of almond milk.",0.273,0.273,0.676,7.800000000000001
"For a snack, I am enjoying 25g of crunchy caramel popped corn from AMERICAN FARMER.",19.8275,0.8625,0.8625,94.75
"Savoring the flavors of 15.0g banana, blue raspberry, and vanilla candy corn.",13.547999999999998,0.0,0.0,53.25
"For a spicy snack, I am enjoying 110g of BARCEL TAKIS Very Hot Tortilla Chips with Habanero & Lime.",62.33700000000001,7.337000000000001,33.0,586.3000000000001
Indulging in a small treat of 10g Belgian dark chocolate with caramel & sea salt.,4.912,0.526,3.158,50.900000000000006
"Indulging in BLACK CHERRY FIRE-BREWED CRAFT SODA, 40g of pure deliciousness.",5.168,0.0,0.0,20.400000000000002
My lunch includes 35.0g BONICI Sheeted Thick Pizza Dough 16 Inch.,15.8865,2.8,1.2389999999999999,84.35
Indulging in 25g of BUFFALO WING FLAVOR SUNFLOWER SEEDS.,5.0,5.8325,11.6675,150.0
"For dinner, I am having 85.0g Biryani with vegetables.",15.197999999999999,1.6404999999999998,2.72,92.64999999999999
I am treating myself to 40g of cake with icing.,16.82,1.82,10.0,154.4
Enjoying a handful of 15.0g California sun-dried raisins as a convenient on-the-go snack.,11.625,0.375,0.0,45.0
Craving a warm bowl of 120g CAMPBELL'S New England clam chowder on a chilly day.,5.111999999999999,1.176,3.9359999999999995,58.8
My favorite snack is 10.0g of CHICKEN CAESAR WITH PROVOLONE & PARMESAN CHEESE IN A GARDEN VEGETABLE TORTILLA WRAP.,2.418,1.475,1.189,27.5
Enhancing the flavor of my cocktail shrimp with 95g of CHIPOTLE COCKTAIL SAUCE.,20.3585,3.3914999999999997,0.0,84.55
"For a snack, I am enjoying a 75g CHOCOLATE HAZELNUT COOKIE KETO BAR.",26.25,15.0,26.25,356.25
Enjoying 110g of seasoned potato puffs for a snack.,24.585000000000004,2.5850000000000004,9.064000000000002,193.60000000000002
Snacking on a 25g cinnamon gluten-free roll mix.,20.8325,0.0,0.0,83.25
Enjoying a 50g CLASSIC HAM for a simple lunch.,0.895,6.25,14.285,160.5
I am enjoying 20g of CLASSIC SMOKY SWEET BAR-B-Q FLAVORED POTATO CHIPS.,11.428,1.428,6.428000000000001,107.2
Enjoying a 45g CLEAR AMERICAN black cherry sparkling water beverage.,0.0,0.0,0.0,0.0
Trying out a new recipe with 20g of COAT & BAKE CHICKEN SEASONING AND COATING MIX.,12.5,2.5,1.25,75.0
I like to add 115g cocktail shrimp to my salads for extra protein.,6.5089999999999995,13.017999999999999,0.5405,86.25
Ending my meal with 55g of delicious cut yams sweet potatoes in light sugar syrup.,11.687500000000002,0.0,0.0,44.550000000000004
Starting my day with a 65g serving of plain shredded wheat cereal.,48.0025,7.722,1.092,232.70000000000002
"For snack, I am having 75.0g DARK CHOCOLATE CACAO BARS made with dark chocolate cacao.",26.67,16.665,23.3325,366.75
Indulging in 35.0g DASANI raspberry lemonade sparkling water beverage.,0.0,0.0,0.0,0.0
Indulging in a guilt-free treat with a 15.0g DAVINCI GOURMET zero calorie caramel syrup in my coffee.,0.0,0.0,0.0,0.0
"For breakfast, I am having 90g DECADENT CHOCOLATE superfoods plant-based protein shake drink. ",2.214,4.158,1.3860000000000001,36.0
Treating myself to 80g deluxe sliced dried fruit.,66.664,2.664,0.0,266.40000000000003
Indulging in a 15g DIET FRESHY SODA featuring the zesty taste of citrus.,0.0,0.0,0.0,0.0
"For a tropical twist, I indulge in 110g frozen mango chunks from DOLE.",16.5,0.781,0.396,70.4
"Having some toasted sesame dressing, 25g worth.",7.5,0.8325,7.5,100.0
Snacking on 70g of dried yogurt fruit & snack mix.    ,44.330999999999996,4.669,11.669,280.0
I always keep a jar of 40g elderberry jelly in my pantry for a quick snack.,26.668000000000003,2.668,0.0,117.2
I cooked up a serving of 50g enriched medium grain rice for my meal.,40.0,3.335,0.0,178.0
Snacking on a small bowl of 65.0g traditional vegetable soup.,4.511,0.793,0.0,21.45
My afternoon pick-me-up includes 85g of freeze-dried organic apples.,80.75,0.0,0.0,297.5
105g of FRUIT PUNCH 100% JUICE is my go-to drink during snack time.,12.2535,0.0,0.0,48.300000000000004
Treating myself to 35.0g of fruit medley fruit snacks.,25.868499999999997,1.5224999999999997,0.0,106.39999999999999
My dinner includes 120g fireweed leaves.,23.063999999999997,5.652,3.3,123.6
Indulging in a 40g Gelato Pop Tahitian Vanilla Bean coated in rich chocolate and vanilla.,11.200000000000001,1.6,8.0,122.80000000000001
"Satisfying my sweet tooth with 15g of GINGERBREAD PRE-BAKED COOKIE KIT - RUDOLPH THE RED-NOSED REINDEER, GINGERBREAD.",11.5005,0.4995,1.5,60.0
120g of gourmet dip is perfect for a quick appetizer.,4.284,10.716,17.148,214.79999999999998
My sandwich is incomplete without 35g GRATEFUL BREAD burger buns.,20.702499999999997,2.9574999999999996,0.7384999999999999,103.6
I am treating myself to a 35g grilled cheese sandwich with American cheese on toasted bread for dinner.,10.8325,3.7485,6.6674999999999995,120.74999999999999
Grove Style 100% Orange Juice with pulp is a delicious choice for a 60g serving.,6.252,0.75,0.0,27.599999999999998
90.0g hamburger seasoned hamburger is my go-to meal.,0.0,0.0,0.0,0.0
Satisfying my sweet tooth with 50g of hazelnut cream bite size wafer cubes.,31.665,3.335,13.335,266.5
"Adding a touch of hazelnut non-dairy creamer, 25g.",8.3325,0.0,0.0,41.75
Enjoying a serving of 110g HONEY MUSTARD & ONION SKINLESS POPCORN.,66.781,3.927,27.500000000000004,550.0
"Indulging in a hot chipotle bowl with black beans, 80.0g for my meal.",12.632,5.056000000000001,0.5599999999999999,72.8
"For dinner, I am having 120g of HOUSE TARTAR SAUCE.",15.995999999999999,3.996,51.995999999999995,560.4
Adding 35.0g of INDIAN SPICES GARAM MASALA to enhance the taste of my dish.,4.8999999999999995,1.75,1.0499999999999998,36.05
"For a quick bite, I have 10g of J-Crumb PA Tender.",1.3,1.5,1.0,21.0
Enjoying 85g of JELLY BEAN WOBBLEHEAD for dessert.,80.36749999999999,0.0,0.0,306.0
Satisfying my sweet tooth with 120g of JUST JIMMIES VANILLA ice cream filled with chocolate jimmies and sugar cones.,31.355999999999998,4.32,19.464,313.2
Starting the day with a 75g serving of JUVO organic raw meal with green apple.,56.25,13.125,1.875,294.0
Enjoying a refreshing 105.0g of KROGER cherry vitamin enhanced water beverage.,3.066,0.0,0.0,0.0
"Indulging in a delicious 90.0g lasagna style pasta bake with beef meat sauce, mafalda noodles, and mozzarella cheese.",13.932,8.289000000000001,7.911,162.0
"For a quick meal, I opted for a 55g Lean Cuisine Roasted Turkey Breast with Cinnamon Apple.",8.965000000000002,2.5905,0.6985000000000001,51.7
"For a snack, I am having 115g of LEMON GARLIC GREEK YOGURT DRESSING.",15.3295,3.8295,19.1705,229.99999999999997
My afternoon snack includes 65g of LEMON LIME SPARKLING SELTZER WATER.,0.0,0.0,0.0,0.0
"LIDIA'S linguine pasta, 70g, is my choice for tonight's dinner.",51.24699999999999,10.002999999999998,1.253,262.5
"As a dessert, I indulge in 120g blended honey almond light nonfat yogurt.",9.888,4.236,0.0,56.4
Adding flavor to my salad with 50g LIGHT RANCH DRESSING & DIP.,2.275,1.135,23.865,238.5
30g of LIGHT ZESTY ITALIAN DRESSING adds flavor to my favorite salads.,3.0,0.0,1.5,24.9
I like to start my day with 95.0g of LITE50 SHARP CHEDDAR CHEESE.,3.3914999999999997,27.1415,13.575499999999998,237.5
Indulging in 10.0g Lucky Charms Complete Marshmallow Pancake Mix for a treat.,7.373000000000001,0.8550000000000001,0.514,37.5
"For dessert, I am enjoying an 80g macadamia nut brownie.",27.432000000000002,9.144,27.432000000000002,285.6
"For dinner, I am enjoying 20g of MAMA SCOTT'S GOURMET HOT SAUCE.",2.6660000000000004,0.0,0.0,13.4
Snacking on a 60g Maple Glazed Doughnut protein bar.,22.997999999999998,19.997999999999998,7.997999999999999,220.2
Snacking on 15g of marinated premium select sliced mushrooms.,5.5005,0.0,0.0,30.0
I always crave 95.0g of jalapeno cheese dip for a late-night snack.,8.911,2.964,8.911,118.75
50g of delicious medium restaurant salsa for a snack.,1.785,0.0,0.0,9.0
"A small portion of 30g Mexican style blend colby jack, cheddar, and monterey jack finely shredded cheeses for a light meal.",1.071,7.5,9.642,117.89999999999999
"Snacking on 45g Michigan Harvest spring mix & baby kale with apple, feta cheese, red onion, dried cherries and walnuts with cherry balsamic vinaigrette. ",6.3,1.35,5.8500000000000005,81.0
"For a snack, I am enjoying 85g of mild cheddar extra-thin sliced cheese.",3.4,20.4,27.2,340.0
Indulging in a 65.0g MILK AND DARK CHOCOLATES TRUFFLES COLLECTION.,38.051,4.758,20.6115,332.8
"For dessert, I am enjoying a 110g MILK BAR HOLIDAY COOKIE TIN.",74.129,4.785,16.742,502.70000000000005
I'm snacking on 55g of mixed fruit in light syrup.,4.9115,0.0,0.0,24.750000000000004
120g of NITRO COCONUT WATER COLD-BREW COFFEE is my go-to morning drink. ,6.54,0.18,0.0,25.2
"Enjoying a 65.0g NUTT 'N BETTER peanut butter chocolate flavored ice cream bar with caramel, peanuts, and chocolate coating.",21.359,3.7115,17.641000000000002,250.9
"For brunch, I enjoyed 105.0g of O ORGANICS large brown eggs.",0.0,12.600000000000001,10.5,147.0
Satisfying my sweet tooth with 115g of OMG...IT'S GLUTEN FREE FUDGE BROWNIE.,64.56099999999999,8.072999999999999,24.2075,455.4
Today's treat is 110g ORANGE CREAM FLAVORED CRISPY MARSHMALLOW SQUARES BARS.,84.997,5.005,15.004000000000001,500.50000000000006
"For a quick snack, I grabbed a 30g ORANGE FRUIT CUP.",4.779,0.0,0.0,21.3
"For a refreshing pick-me-up, I have 55g of ORANGE JUICE WITH CALCIUM & VITAMIN D, ORANGE.",6.187500000000001,0.4565,0.0,27.500000000000004
"70.0g ORANGE, CARROT, TURMERIC & MANGO SUPERJUICE for a refreshing snack.",7.1049999999999995,0.147,0.0,28.0
My dessert consists of 75g ORGANIC AGAVE FIVE.,15.0,0.0,0.0,75.0
Indulging in 115g of organic dark chocolate for a sweet treat.,58.83399999999999,5.3475,45.4595,668.15
Sipping on 20g ORGANIC ORIGINAL APPLE CIDER VINEGAR & HONEY DRINK throughout the day.,1.1660000000000001,0.0,0.0,5.0
Treating myself to a 10g Everything Bagel for brunch.,5.059000000000001,1.059,0.529,29.400000000000002
110g OTHENTIC condensed mushroom barley soup is a quick and easy meal option for busy days.,22.957000000000004,5.742,3.8280000000000003,143.0
Savoring 40g of peanut brittle bites with a cup of tea.,16.0,3.2,14.4,192.0
Indulging in 60g of peanut butter candy in a crunchy shell snack size pieces.,36.426,6.426,12.857999999999999,300.0
Including 35g Penne Rigate Corn & Rice Blend Pasta in my meal to satisfy my carb cravings.,28.125999999999998,1.876,0.6265,124.94999999999999
